Na2O,MgO,Al2O3,SiO2,K2O,CaO,TiO2,Y2O3,Density293K
0,5.000463742,9.999602507,35.00059624,0,49.99933751,0,0,2.954
0,10.00092748,0,54.99980125,9.999602507,24.99966876,0,0,2.63
0,10.00092748,9.999602507,35.00059624,0,44.99887377,0,0,2.966
0,14.99913874,0,55.00125876,9.999867499,19.999735,0,0,2.62
0,14.99913874,9.999867499,35.00152376,0,39.99947,0,0,2.967
0,19.999735,0,55.00125876,9.999867499,14.99913874,0,0,2.6
0,19.99920501,9.999602507,35.00059624,0,35.00059624,0,0,2.971
0,24.99966876,0,54.99980125,9.999602507,10.00092748,0,0,2.59
0,30.0001325,0,54.99980125,9.999602507,5.000463742,0,0,2.56
0,35.00059624,0,54.99980125,9.999602507,0,0,0,2.54
4.740370673,36.4643898,14.4120476,39.1432304,0,5.239961526,0,0,2.743
0,0,0,65.89259385,17.64772598,16.45968016,0,0,2.546
15.34080312,13.17877279,0.579602026,66.72022725,3.130424802,1.050170007,0,0,2.478
0,0,0,73.4396328,24.4603777,0,2.0999895,0,2.397
24.44951101,0,0,49.8800024,0,0,25.67048659,0,2.794
15.30031129,13.20021231,0.599618425,66.70109452,3.099941186,1.098822281,0,0,2.478
20.00035199,0,26.0001056,53.99954241,0,0,0,0,2.464
24.4202442,0,0,75.5797558,0,0,0,0,2.431
17.33963385,0,0,65.62066721,0,17.03969893,0,0,2.59
24.400378,0,0,75.599622,0,0,0,0,2.425
10.99986615,32.3008968,0,56.69923705,0,0,0,0,2.427
21.39960471,7.200058561,0,71.40033672,0,0,0,0,2.444
16.10960596,13.49018066,0.279349215,63.80111459,0,6.319749568,0,0,2.48
18.8702509,7.288888889,0,67.87096774,0,5.969892473,0,0,2.495
18.50001519,0,7.399702372,62.99996963,0,11.10031281,0,0,2.52
18.50001519,11.10031281,7.399702372,62.99996963,0,0,0,0,2.45
23.67981383,1.649859777,0,74.67032639,0,0,0,0,2.432
15.94036697,20.289774,0,63.76985903,0,0,0,0,2.502
15.91660676,6.505311926,12.91317198,61.16143462,3.503474718,0,0,0,2.47
23.53823538,0,0,75.65175652,0.8100081,0,0,0,2.431
17.72448477,12.42818129,5.327642555,63.6899521,0.510379203,0.319360086,0,0,2.48
22.20091651,0,12.49959375,65.29948975,0,0,0,0,2.454
15.95025337,6.53803731,12.9274102,61.08988602,3.494413095,0,0,0,2.48
24.3302433,0,0,75.6697567,0,0,0,0,2.47
24.33251335,0,0,50.5249895,0,0,25.14249715,0,2.794
15.93684076,6.51729208,12.92271303,61.11998977,3.503164355,0,0,0,2.48
22.6032678,0,0.170506776,73.13406281,0,4.092162619,0,0,2.446
0,0,0,75.6806216,24.3193784,0,0,0,2.415
15.22942385,0,0,75.6806216,9.08995455,0,0,0,2.402
0,0,17.64037765,31.03002769,0,51.32959466,0,0,2.887
16.000504,0,0,54.000476,0,20.00028,9.998740008,0,2.77
16.000504,0,0,63.999216,0,20.00028,0,0,2.6153
16.000504,20.00028,0,54.000476,0,0,9.998740008,0,2.685
16.000504,20.00028,0,63.999216,0,0,0,0,2.503195
0,0,0,50.0896884,6.160311603,43.75,0,0,2.793
16.67981073,14.24064894,0,64.97859396,0,4.100946372,0,0,2.499
0,0,31.0200854,23.23896884,0,45.74094575,0,0,2.871
20.40974701,0,22.44985945,57.14039354,0,0,0,0,2.45
24.25256147,0,0,75.74743853,0,0,0,0,2.47
19.47919877,8.184899846,8.114021572,64.22187982,0,0,0,0,2.457
22.87723254,0,0,73.81178425,0,3.310983208,0,0,2.461
17.74907362,12.06474939,5.726330318,63.62722595,0.511574178,0.321046552,0,0,2.48
17.44141484,0,0.120647808,66.07525584,0,16.3626815,0,0,2.57
24.2402424,0,0,75.7597576,0,0,0,0,2.429
0,6.750369276,22.33973412,28.39881832,0,42.51107829,0,0,2.86
0,0,34.999185,21.000815,0,44,0,0,2.85
17.15162746,0,0,65.76605887,0,17.08231367,0,0,2.591
16.60048999,18.39993242,0,64.9995776,0,0,0,0,2.436
22.54029617,0,9.749357018,65.95952012,0,0,1.750826691,0,2.484
16.68950126,8.680913572,0.269777822,64.9896185,0,9.370188844,0,0,2.53
23.33030895,0,4.010641733,72.21000507,0,0.449044243,0,0,2.357
18.0001256,10.000942,11.9995604,59.999372,0,0,0,0,2.5
24.199379,0,0,75.800621,0,0,0,0,2.428
12.9999181,12.00076438,0,59.99836204,0,15.00095547,0,0,2.601
8.000120802,0,0.999637594,75,16.0002416,0,0,0,2.43
0,0,0,37.86937869,24.1502415,0,37.9803798,0,2.744
1.914499833,0,0,54.62240966,22.06681028,0,20.08252678,1.313753451,2.73
20.00174004,0,0,69.99593991,0,10.00232005,0,0,2.525
20.00231995,0,0,69.99579509,0,10.00188496,0,0,2.502
24.1393793,0,0,75.8606207,0,0,0,0,2.427
20,0,0,70.00072501,0,9.999274995,0,0,2.5195
20,9.999274995,0,70.00072501,0,0,0,0,2.468
19.98839991,3.999129993,0,69.94272457,0,6.000145001,0.069600522,0,2.478
19.99013978,0,0,69.94953889,0,9.990719796,0.069601531,0,2.488
19.99013978,9.990719796,0,69.94953889,0,0,0.069601531,0,2.474
22.20002578,0,11.10001289,66.69996134,0,0,0,0,2.457
22.48022455,0,9.479459046,64.54133708,0,0,3.498979331,0,2.503
17.9994624,0,20.9999328,54.999664,0,6.000940797,0,0,2.532
0,0,0,70.06018418,19.9796969,9.960118918,0,0,2.498
24.1003795,0,0,72.200639,0,0,3.698981505,0,2.464
20.49986164,8.700971468,0,70.7991669,0,0,0,0,2.45
17.91014639,0,21.29900724,54.72993438,0,6.060911997,0,0,2.532
23.36207025,0,0.129988495,74.80763197,0,1.700309283,0,0,2.438
20.8997425,0,18.29947658,60.80078092,0,0,0,0,2.449
20.71985288,0,0,71.19128937,0,8.088857752,0,0,2.499
0,0,23.31042297,28.24981736,0,48.43975966,0,0,2.74
18.24727676,8.212813096,7.903563296,64.57628162,1.060065235,0,0,0,2.453
23.37188798,0,0.119549299,74.87671479,0,1.631847933,0,0,2.438
17.73669785,12.96848001,5.298516356,63.67455163,0,0.321754156,0,0,2.48
17.67814228,0,0.120160987,69.5833454,1.919680343,10.69867099,0,0,2.53
21.37971525,0,0,72.17965654,0,6.440628211,0,0,2.495
22.68249258,0,0,74.05637982,0,3.261127596,0,0,2.472
21.00059292,2.499879813,11.49944714,65.00008012,0,0,0,0,2.46
22.23240686,0,0,73.45653459,0,4.311058545,0,0,2.47
14.06032065,9.271562908,7.939769336,60.0896861,1.979693148,6.65896786,0,0,2.512
15.81614875,6.506382844,11.51129272,62.66273876,3.503436916,0,0,0,2.47
0,0,0,75.99976,24.00024,0,0,0,2.418
0,0,54.99971875,10.00131251,0,34.99896874,0,0,2.98
7.999579996,0,0,75.99976,16.00066001,0,0,0,2.428
13.99964,0,0,75.99976,10.00060001,0,0,0,2.44
17.20356408,12.858718,5.317817445,63.7869893,0.511070715,0.321840451,0,0,2.48
19.9997,0,0,75.99976,4.000540005,0,0,0,2.431
24.00024,0,0,75.99976,0,0,0,0,2.42509
10.59969493,32.40118815,0,56.99911692,0,0,0,0,2.411
16.39846743,0,0,76.00330554,7.59822703,0,0,0,2.399
0,0,0,61.15666159,13.5209372,25.32240122,0,0,2.613
4.179586075,23.95069198,0,47.90894653,0,23.96077542,0,0,2.77
15.81523547,6.507310428,11.51134978,62.66216794,3.503936384,0,0,0,2.47
0,0,0,41.9994192,0,58.0005808,0,0,2.97
17.36037149,0,0,66.64962581,0,15.9900027,0,0,2.56
20.20013963,0.189085408,0,70.69176169,0,8.919013265,0,0,2.51
20.04125329,0.220792237,0,70.47630115,0,9.261653327,0,0,2.511
19.82947378,0,0,70.17966156,0,9.990864667,0,0,2.52
0,0,0,71.93064035,23.95038025,0,4.118979405,0,2.253
20.38051396,0,0,70.98071208,0,8.638773964,0,0,2.51
21.04006445,0,0,71.94023292,0,7.019702629,0,0,2.495
0,15.18918842,0,67.17078937,17.64002222,0,0,0,2.426
23.80027405,0,0.579723239,75.62000271,0,0,0,0,2.427
23.8993805,0,0,76.1006195,0,0,0,0,2.424
15.73420608,8.217648245,9.058336306,63.74649067,3.243318701,0,0,0,2.465
0,0,0,76.10961945,23.89038055,0,0,0,2.418
20.83020755,0.300075019,0.650162541,71.40902873,0,6.810526161,0,0,2.49
15.77727652,8.194543151,8.534437475,64.26165683,3.232086024,0,0,0,2.463
18.80071214,7.200138646,11.29964866,62.40015125,0,0.299349309,0,0,2.47
15.99977521,19.00078678,0,64.99943801,0,0,0,0,2.43
20.77660185,0.350324565,0.680041803,71.40144546,0,6.791586323,0,0,2.49
16.00972415,0,0,65.0309852,0,18.95929064,0,0,2.595
14.89947486,10.90056253,25.40065601,48.79930661,0,0,0,0,2.538
19.40000579,0,0,69.89903665,0,10.70095756,0,0,2.531
16.53043073,17.64996541,0,65.81960386,0,0,0,0,2.48
0,0,29.99968501,25.00078748,0,44.99952751,0,0,2.86
15.71520913,6.407163916,10.81051254,63.56398493,3.503129483,0,0,0,2.46
22.5004725,0,0,69.99937,0,0,0,7.5001575,2.85
8.530585306,0,0,76.19776198,15.27165272,0,0,0,2.43
18.64269611,0.251459622,0.381524944,68.64558645,0,12.07873287,0,0,2.701
0,0,40.50667393,18.98665214,0,40.50667393,0,0,2.843
14.67017881,0,0.349820908,63.02072445,0,21.95927583,0,0,2.61
0,0,40.74048809,18.85839999,0,40.40111193,0,0,2.847
19.36991017,0,0,69.92897748,0,10.70111235,0,0,2.6095
15.90005758,19.10085533,0,64.99908709,0,0,0,0,2.43
20.75979747,7.319928586,0,71.92027395,0,0,0,0,2.442
17.1398498,0,0.210514338,66.71028675,0,15.93934911,0,0,2.58
4.729476353,0,0,76.25061875,19.0199049,0,0,0,2.425
18,8,14,60,0,0,0,0,2.48
16.99997163,0,0,66.6695033,0,16.33052506,0,0,2.337
16.99997163,16.33052506,0,66.6695033,0,0,0,0,2.295
0,0,0,42.4795713,0,57.5204287,0,0,2.953
0,0,16.41942723,33.03081201,0,50.54976076,0,0,2.906
16.76717914,0,0,66.36654492,0,16.86627594,0,0,2.5
0,0,0,76.28961855,23.71038145,0,0,0,2.416
0,0,15.85986008,33.38015902,0,50.7599809,0,0,2.884
20.13052282,4.419712442,0,71.21068656,0,4.239078183,0,0,2.465
15.74554691,6.414969314,10.83097992,63.59433918,3.414164681,0,0,0,2.47
18.89999332,3.54970252,18.89999332,50.9292065,0,0,7.721104352,0,2.545
0,0,16.69969426,33.00022647,0,50.30007927,0,0,2.9
16.09864025,0.149454929,1.280623608,69.64599695,3.371527371,9.453756887,0,0,2.56
16.82017855,0,0,66.58920221,0,16.59061924,0,0,2.582
15.75278311,8.285604607,7.536276392,65.21305182,3.212284069,0,0,0,2.46
22.0003848,0,0,74.00062161,0,3.998993592,0,0,2.458
22.45077173,0,0.129489336,74.57692708,0,2.842811853,0,0,2.441
14.41029836,6.010465062,11.00992483,59.45945946,1.799743776,7.310108509,0,0,2.527
16.12963792,0,0,69.81036699,2.910209564,11.14978553,0,0,2.49
19.03984748,0,0,69.81036699,0,11.14978553,0,0,2.551
22.45459958,0,0.120571599,74.61149152,0,2.813337303,0,0,2.4425
23.5192215,0,0.64021451,75.84056399,0,0,0,0,2.423
0.240308797,0,0,76.469263,23.2904282,0,0,0,2.422
16.0004504,18.5001689,0,65.4993807,0,0,0,0,2.431
19.70051474,0,4.700590215,68.09968753,0,7.499207511,0,0,2.486
10.4896049,0,0,76.3897639,13.12063121,0,0,0,2.43
15.71531792,6.405503895,10.20985172,64.26551897,3.403807489,0,0,0,2.46
0,0,0,57.03107265,10.02951034,32.939417,0,0,2.683
23.599382,0,0,76.400618,0,0,0,0,2.421
0,0,37.99976551,21.00061973,0,40.99961476,0,0,2.84
16.70018981,0,0,66.59962039,0,16.70018981,0,0,2.5755
16.70018981,16.70018981,0,66.59962039,0,0,0,0,2.468
14.71053572,0,25.42998588,49.25060819,0,10.60887021,0,0,2.559
16.68177697,0,0,66.63644606,0,16.68177697,0,0,2.581
23.5502355,0,0,54.69054691,0,0,21.75921759,0,2.73
18.89074951,7.298764291,0,69.82041806,0,3.990068137,0,0,2.475
23.5400885,0,0,70.57076427,0,0,5.889147229,0,2.616
0,0,0,66.65911119,16.66973608,16.67115273,0,0,2.466
0,16.67115273,0,66.65911119,16.66973608,0,0,0,2.401
16.66973608,0,0,66.65911119,0,16.67115273,0,0,2.601
16.66973608,16.67115273,0,66.65911119,0,0,0,0,2.425
16.85965461,16.08011608,0.290193178,66.77003613,0,0,0,0,2.478
20.00204068,0,20.00204068,59.99591864,0,0,0,0,2.45
16.66855556,0,0,66.66288888,0,16.66855556,0,0,2.555
16.66855556,16.66855556,0,66.66288888,0,0,0,0,2.428
23.53038235,0,0,47.04876476,0,0,29.4208529,0,2.868
10.999881,12.00095198,4.99940501,64.9997025,6.500267746,0.499791753,0,0,2.47
18.00064599,6.999354005,15,60,0,0,0,0,2.49
20.00034,0,20.00034,59.99932001,0,0,0,0,2.442
0,0,0,64.59059051,15.19984332,20.20956618,0,0,2.499
19.99048072,0,19.99048072,60.01903855,0,0,0,0,2.446
20.62002577,0,4.200712499,69.97043887,0,5.208822861,0,0,2.473
22.15027335,0,7.549904681,70.29982197,0,0,0,0,2.45
0,0,39.70064148,20.30003733,0,39.99932118,0,0,2.86
0,0,0,70.47864761,23.47038265,0,6.050969745,0,2.416
15.64595932,6.417969057,10.12958454,64.39330873,3.413178355,0,0,0,2.46
17.50016195,0,15.79970201,59.00110125,0,7.699034787,0,0,2.512
14.9984815,0,0.12003413,69.96398976,3.9090633,11.00843131,0,0,2.52
15.5399223,0,0,76.55061725,7.909460453,0,0,0,2.426
13.23470489,8.263214671,8.17383264,64.95607952,5.372168285,0,0,0,2.449
15.83531814,0.129295679,24.00816604,51.90541,0,8.12181014,0,0,2.547
16.16695791,9.163371041,7.80373402,64.73527699,2.130660045,0,0,0,2.46
11.0006854,12.09881694,5.29993742,64.80019072,6.29972882,0.500640701,0,0,2.46
22.50187083,0,3.159791689,73.45866614,0,0.879671345,0,0,2.434
0,0,0,48.9597552,23.4193829,0,27.6208619,0,2.654
16.00094802,11.99873598,14.00063201,57.99968399,0,0,0,0,2.49
21.21979546,0,11.47046488,66.90970094,0,0.400038713,0,0,2.444
16.29965489,8.100732098,2.499530706,64.99935021,0,8.100732098,0,0,2.531
16.69905391,14.26079063,0,66.98912072,0,2.051034737,0,0,2.475
18.79972852,11.19983827,0,70.00043321,0,0,0,0,2.431
22.69983988,0,3.959847272,73.34031285,0,0,0,0,2.434
23.400234,0,0,76.599766,0,0,0,0,2.415
13.92849793,0,2.206509276,68.42089789,4.512980331,10.93111457,0,0,2.52
15.84529221,7.943074068,24.00796691,52.11514563,0,0.088521186,0,0,2.527
4.859910581,37.35022355,17.70938897,40.0804769,0,0,0,0,2.709
0,0,23.33053339,29.99940001,0,46.6700666,0,0,2.862
15.6162969,6.405482367,9.509653597,65.06555684,3.403010295,0,0,0,2.46
21.65960294,0,9.3304866,63.7200854,0,0,5.289825053,0,2.523
15.61497661,6.405582589,9.509802388,65.06657488,3.403063539,0,0,0,2.46
21.11016175,0,0,73.51875313,0,5.371085118,0,0,2.474
20.9998696,0,4.300058682,66.00052161,0,0,0,8.699550108,2.856
20.99952729,0,6.500513456,65.99944579,0,0,0,6.500513456,2.745
20.99952729,0,7.600775889,65.99944579,0,0,0,5.400251023,2.707
20.9998696,0,8.699550108,66.00052161,0,0,0,4.300058682,2.647
0,0,0,43.29959613,0,56.70040387,0,0,2.9
19.60016878,9.000567446,0,71.39926378,0,0,0,0,2.439
0,0,0,66.73365981,16.33311631,16.93322388,0,0,2.55
16.0001752,0,4.000408801,64.0007008,0,15.9987152,0,0,2.574
17.02975936,7.270397266,0,67.74882529,0,7.951018083,0,0,2.515
0,6.64570261,18.90677757,32.61987914,0,41.82764067,0,0,2.89
21.5008,0,10,68.4992,0,0,0,0,2.431
0,6.629353595,19.16016588,32.52037236,0,41.69010817,0,0,2.87
19.20307809,9.662751042,0.530503979,70.60366689,0,0,0,0,2.449
15.74091275,8.170784569,8.7017772,64.83373584,2.552789646,0,0,0,2.45
0,0,5.999819399,40.000516,0,53.9996646,0,0,2.93
21.70062845,0,8.699930172,69.59944138,0,0,0,0,2.468
23.2502325,0,0,69.699697,0,0,7.050070501,0,2.54
23.24953501,0,0,71.35957281,0,0,5.390892182,0,2.46
0,0,6.109798148,39.9597071,0,53.93049475,0,0,2.926
14.90446445,9.201420785,7.64284402,65.0499112,3.201359544,0,0,0,2.46
19.06989705,0,1.409380225,70.02023876,0,9.50048397,0,0,2.502
0,0,0,66.02896427,15.73030542,18.24073031,0,0,2.55
0,0,14.99972,35.00028,0,50,0,0,2.9105
0,5.000840007,14.99972,35.00028,0,44.99915999,0,0,2.937
0,9.998879991,14.99972,35.00028,0,40.00112001,0,0,2.931
0,14.99972,14.99972,35.00028,0,35.00028,0,0,2.937
0,20.00056,14.99972,35.00028,0,29.99944,0,0,2.938
0,25.00069999,14.99930001,34.99930001,0,25.00069999,0,0,2.943
14.99972,0,0,64.99972,0,20.00056,0,0,2.5915
15.74127075,8.174631414,8.69598849,64.8370179,2.551091446,0,0,0,2.45
15.08960724,7.24984937,0,65.15055978,0,12.50998361,0,0,2.558
0,0,0,76.799616,23.200384,0,0,0,2.399
21.920228,0,0,74.95954993,0,3.120222067,0,0,2.453
0,0,0,74.96326203,21.90770236,3.12903561,0,0,2.449
13.24017088,5.728766925,0.98037796,68.73072189,4.710737818,6.609224531,0,0,2.5
15.73834898,8.173114105,8.69437441,64.84354457,2.550617933,0,0,0,2.46
13.90922182,0,0,69.40961181,9.280314394,0,7.400851983,0,2.492
15.65030266,8.18045299,8.711470283,64.90486585,2.55290821,0,0,0,2.45
0,0,0,76.82961585,23.17038415,0,0,0,2.423
18.52218522,0,0,69.60669607,4.6500465,0,7.221072211,0,2.5
10.99994592,29.60088692,0,59.39916716,0,0,0,0,2.402
23.14938425,0,0,69.4406528,0,0,7.40996295,0,2.56
15.00107524,5.698749654,10.89981875,59.30078953,0.199686646,8.899880188,0,0,2.542
6.921010534,0.159971024,14.24194863,49.45519302,2.730071534,26.49180526,0,0,2.68
23.1403843,0,0,76.8596157,0,0,0,0,2.4
15.64999459,8.183913736,8.705270812,64.89890004,2.561920822,0,0,0,2.45
15.65637036,8.182394704,8.703655009,64.89613463,2.561445299,0,0,0,2.46
14.99041257,5.406074102,9.421970681,63.23374776,2.382940558,4.564854333,0,0,2.5
15.63265556,9.777682509,7.845418912,64.62212151,2.122121509,0,0,0,2.455
21.60054524,0,8.500420028,69.89903473,0,0,0,0,2.443
9.259731493,0,0,69.31073277,13.86034651,0,7.56918923,0,2.465
22.91518337,0,1.220971627,72.05853393,0,0,3.805311075,0,2.52
23.100231,0,0,69.399694,0,0,7.500075001,0,2.524
14.30043875,21.43046173,0,64.26909952,0,0,0,0,2.46125
14.13337624,0,1.702675424,68.94665243,4.027032167,11.19026374,0,0,2.48
14.39958466,5.601026142,9.00012216,62.0999267,1.899584657,6.99975568,0,0,2.524
0,0,0,76.9196154,23.0803846,0,0,0,2.42
15.6531026,8.175584689,8.706486913,64.90318387,2.561641927,0,0,0,2.459
23.0803846,0,0,76.9196154,0,0,0,0,2.392
15.9995008,11.9996256,11.9996256,60.00124801,0,0,0,0,2.49
15.38138453,0,7.690692267,61.54653866,0,15.38138453,0,0,2.572
22.299372,0,4.300328658,73.40029934,0,0,0,0,2.437
16.78066781,0,0,76.9297693,6.289562896,0,0,0,2.421
10.78420529,4.146191161,13.75795977,58.60603283,4.966264794,7.739346153,0,0,2.53
23.0593847,0,0,76.9406153,0,0,0,0,2.42
15.7250912,0.130526457,21.37454399,54.35590214,0,8.413936209,0,0,2.537
14.89164997,0,0,64.51694239,0,19.8517979,0.739609744,0,2.643
14.89123279,0,0,64.52634086,0,19.85124175,0.731184603,0,2.611
4.58997705,0,0,69.23065385,18.4394078,0,7.7399613,0,2.418
17.0005706,6.999302606,11.9999366,63.0000634,1.000126799,0,0,0,2.46
19.10031273,0,21.82892883,52.50008591,0,0,6.570672532,0,2.496
10.67263443,7.388261993,14.92781945,55.82802749,3.514467629,7.668789006,0,0,2.55
0,0,0,69.07961841,23.00953981,0,7.910841783,0,2.46
0,0,0,76.9897699,23.0102301,0,0,0,2.413
0,0,39.00028815,22.0011187,0,38.99859315,0,0,2.85
14.24213802,0,4.663766007,59.56675905,7.926234458,0,13.60110246,0,2.61
0,0,0,77.000615,22.999385,0,0,0,2.409
4.000419992,0,0,76.99946001,19.00012,0,0,0,2.418
7.999460003,0,0,77.000615,14.999925,0,0,0,2.423
10.00029999,0,0,76.99946001,13.00024,0,0,0,2.42
16.00018,0,0,76.99946001,7.000359993,0,0,0,2.419
19.9994,0,0,77.000615,2.999985,0,0,0,2.418
22.999385,0,0,46.799766,0,0,30.200849,0,2.83
22.999385,0,0,59.9997,0,0,17.000915,0,2.692
22.999385,0,0,77.000615,0,0,0,0,2.413
21.37029438,0,9.039871495,62.40119599,0,0,7.188638135,0,2.541
11.27958931,10.549165,13.74021612,59.520867,4.859460658,0.050701904,0,0,2.536
5.169795184,7.939012342,15.69960334,42.64122565,0,28.55036348,0,0,2.759
0,32.70056607,0,44.0000976,0,23.29933633,0,0,2.92
15.00007625,0,9.999542495,55.00129627,0,15.00007625,4.999008738,0,2.61
12.36035147,0,0,61.80038656,0,25.83926197,0,0,2.68
15.80570031,8.002546874,21.36358305,54.73768871,0,0.090481058,0,0,2.513
17.53707893,6.363122172,10.02073906,64.99497235,1.002388135,0,0.081699346,0,2.47
21.40973601,3.709519718,0,74.88074427,0,0,0,0,2.427
0,12.00069118,0,69.99971201,17.99959681,0,0,0,2.44
18.19918908,0,9.100371285,65.20016778,0,7.500271862,0,0,2.497
17.99959681,0,0,69.99971201,0,12.00069118,0,0,2.55
18.0001152,5.999078394,0,70.00172801,0,5.999078394,0,0,2.493
17.99959681,10.79975809,0,69.99971201,0,1.200933099,0,0,2.458
17.99959681,12.00069118,0,69.99971201,0,0,0,0,2.448
3.670481648,0,0,77.0996145,19.22990385,0,0,0,2.397
22.9003855,0,0,77.0996145,0,0,0,0,2.415
8.681477712,7.50942256,16.49146801,54.52203368,4.996739874,7.798858161,0,0,2.56
16.48261241,5.898174224,10.9657311,64.61095466,2.042527608,0,0,0,2.46
9.479901646,0,0,57.78009408,0,32.74000428,0,0,2.733
13.57001261,0,0,63.67883333,0,22.75115405,0,0,2.638
14.8111714,0,11.11145268,59.26620452,0,14.8111714,0,0,2.571
15.59276956,8.776731456,8.857138439,64.63175148,2.141609067,0,0,0,2.46
12.89966924,14.17034179,0,62.73980154,0,10.19018743,0,0,2.56
22.65985273,0,1.200501973,76.13964529,0,0,0,0,2.418
18.49956195,0,7.400746991,66.70048109,0,7.399209972,0,0,2.485
18.49956195,7.399209972,7.400746991,66.70048109,0,0,0,0,2.44
18.02663665,0,0,70.10663319,0,11.86673016,0,0,2.549
0,4.900979219,0,44.19916486,0,50.89985593,0,0,2.953
14.77983014,0,0,64.04125907,0,19.71017743,1.468733358,0,2.648
14.77983014,0,0,64.06087956,0,19.71017743,1.449112874,0,2.616
22.84938575,0,0,77.15061425,0,0,0,0,2.4145
20.16022537,4.431141239,0,73.28990228,0,2.118731109,0,0,2.421
16.39387995,8.492742252,10.94703805,62.96429973,1.001176932,0,0.200863084,0,2.48
15.73069662,0,15.26991136,58.44932962,0,10.5500624,0,0,2.538
15.89907889,8.564123102,8.004990604,65.59871846,1.933088937,0,0,0,2.46
21.99888762,0,4.500509841,62.50038624,0,0,11.0002163,0,2.586
10.5818619,7.328306246,12.22425179,59.72241737,4.875649852,5.267512841,0,0,2.52
22.800228,0,0,77.199772,0,0,0,0,2.413
17.34196777,4.341747001,2.310692472,69.2560159,0.830083155,5.919493708,0,0,2.495
17.31852497,0.130662021,1.470673635,68.52497096,0,12.55516841,0,0,2.456
20.57040016,0,12.13924379,67.29035605,0,0,0,0,2.453
22.44331539,0,1.639493441,75.82922575,0,0.08796542,0,0,2.429
0,0,0,62.47387526,12.52887471,24.99725003,0,0,2.601
0,17.84820684,10.08905271,38.77693777,0,33.28580269,0,0,2.9
22.75038625,0,0,77.24961375,0,0,0,0,2.413
6.260484558,0,0,62.48659352,6.260484558,24.99243737,0,0,2.626
16.24337392,4.144579717,1.52181511,68.70740374,1.23055863,8.067804509,0.084464379,0,2.515
14.28908165,0,14.28908165,57.13432648,0,14.28751021,0,0,2.57
0,0,0,59.399703,22.72938635,0,17.87091065,0,2.581
6.93036659,13.700162,8.419950968,51.05016416,1.949792835,16.40980058,1.539762871,0,2.676
14.28773451,0,14.27830678,42.8553471,0,14.2893058,14.2893058,0,2.772
18.91923317,7.31072773,0,71.7701263,0,1.999912795,0,0,2.447
21.01962761,0,0.170481499,74.69758065,0,4.112310247,0,0,2.445
0,0,12.50017188,37.49914062,0,50.0006875,0,0,2.879
12.50017188,0,0,62.49948437,0,25.00034375,0,0,2.653
19.99967,0,15.000165,65.000165,0,0,0,0,2.45
21.47212476,0,6.09122807,72.07797271,0,0.358674464,0,0,2.444
0,12.07008436,8.349998013,33.73107841,0,39.75949887,6.089340344,0,2.65
14.28055067,0,14.28997988,57.15049032,0,14.27897913,0,0,2.572
15.43038477,0,9.379672291,61.55066671,0,13.63927623,0,0,2.564
21.39971389,0,7.199786207,71.4004999,0,0,0,0,2.438
0,0,0,44.49986552,0,55.50013448,0,0,2.945
19.20070387,0,19.20070387,61.59859226,0,0,0,0,2.455
16.09981831,16.09981831,0,67.80036339,0,0,0,0,2.474
18.0005634,0,10.000313,65.0004695,0,6.998654105,0,0,2.502
0,0,36.09890841,24.51078275,0,39.39030884,0,0,2.827
21.94968459,1.501371012,0.59035946,75.95858494,0,0,0,0,2.425
0,24.29925337,0,48.60102064,2.790417054,24.30930893,0,0,2.79
0,11.6603061,7.990544984,38.5701269,0,40.21022885,1.568793165,0,2.948
18.89867262,0,0.360683985,71.63154744,0,9.109095954,0,0,2.497
20.60218036,0,11.27112631,68.12669333,0,0,0,0,2.448
15.57491576,8.955371086,18.66031068,56.72063779,0,0.088764691,0,0,2.501
15.9999364,10.00095399,13.9997456,59.99936401,0,0,0,0,2.48
1.669516695,0,0,77.37077371,20.9597096,0,0,0,2.414
12.70112529,0,0.120204492,71.01623485,5.569957566,10.59247781,0,0,2.49
19.6003996,0,16.5001665,63.8994339,0,0,0,0,2.47
19.5,0,0,72.9005848,0,7.599415205,0,0,2.47
0,0,0,77.399613,22.600387,0,0,0,2.41
16.79991785,8.100693884,2.499743278,68.49942054,0.599997066,3.500227383,0,0,2.476
14.99906402,9.000998378,10.5001248,63.4999376,1.999875203,0,0,0,2.46
17.48011601,0,27.93010801,52.34070568,0,0,2.249070301,0,2.906
22.10789851,0,2.570756877,75.29997252,0,0.021372088,0,0,2.424
14.00072543,10.49914902,0,65.00097654,0,10.49914902,0,0,2.509
14.0003348,21.0005022,0,64.99916299,0,0,0,0,2.491
18.18010904,4.410892736,0,71.06020507,0,6.348793151,0,0,2.488
11.42046849,27.29950097,0,61.28003054,0,0,0,0,2.535
0,0,0,67.74367744,22.55722557,0,9.699096991,0,3.038
0,0,12.42036902,37.92016951,0,49.65946147,0,0,2.881
16.7195223,14.29102026,0,68.98945744,0,0,0,0,2.43
20.6698626,0,10.33012137,69.00001603,0,0,0,0,2.45
16.72,14.28,0,69,0,0,0,0,2.444
4.880741482,0,0,51.8652597,0,43.25399882,0,0,2.832
21.999694,0,3.000305998,75,0,0,0,0,2.431
22.5110304,0,0,77.4889696,0,0,0,0,2.42272
0,0,21.39980682,33.0009659,0,45.59922728,0,0,2.87
18.61039206,0,21.43040817,59.95919977,0,0,0,0,2.456
16.0002272,0,0,67.99954561,0,16.0002272,0,0,2.545
