O,Na,Mg,Al,Si,Ca,YoungModulus
60.81967163,8.524589539,2.622951031,4.262294769,23.77049065,0,70
60.95552063,8.237232208,2.800658941,3.953871012,24.05271912,0,70
60.84238052,8.423823357,2.79697299,4.080288887,23.85652924,0,70
60.93389893,8.220979691,2.795133114,4.143373966,23.90661049,0,71
62.51937103,0.468658388,4.847268105,7.485146046,21.50473022,3.123274088,85.40000153
62.48194122,0.45604071,4.932617188,7.504551888,21.43055916,3.178872108,86.80000305
62.60366058,0.463875711,5.702356815,8.005168915,21.4111805,1.762727976,86.80000305
62.60478973,0.464100212,5.711747169,8.015673637,21.42485046,1.763581038,87.5
62.44524002,0.47283709,4.120438099,7.038517952,21.58164024,4.289308071,84.09999847
62.85977173,0,3.116590977,6.158247948,22.64042091,5.224974155,82.69999695
63.30076981,0,0,9.750818253,21.72612,5.222289085,79.19999695
61.35097122,1.115337968,6.06418705,2.326698065,22.09623909,7.046570778,81.90000153
61.20212173,0.020583039,6.92580986,1.32646203,21.74177933,8.766848564,91.69999695
61.56563187,0.483217508,5.965877056,2.044382095,22.35066986,7.590231895,87.90000153
61.64493942,0.483375013,5.558812141,2.980812073,22.04116058,7.290904999,83.5
61.75268173,0.478874296,5.558625221,2.35016799,22.56970978,7.28993988,83.40000153
61.59412003,0.47741589,6.348139763,1.73063302,22.56163025,7.288053036,84.80000305
61.60572815,0.47965169,5.763199806,2.516326904,22.19311905,7.441980839,84.09999847
61.44763184,0.478307992,6.55431509,1.890810966,22.18901062,7.439930916,85.59999847
61.82434082,0.476293594,5.213971138,3.709316015,22.03218079,6.743884087,85.69999695
61.82255936,0.481734306,5.226087093,2.89040494,22.44079018,7.138424873,84.69999695
61.65016937,0.476714313,5.74990797,2.889621973,22.0938797,7.139712811,87.5
61.40435028,0.477169305,6.276610851,3.30347991,21.39554024,7.142857075,88.5
61.54349899,0.479842901,5.245554924,3.729687929,21.46206093,7.539350033,87.09999847
61.60795975,0,6.320930958,3.327579021,21.55213928,7.191390991,88.5
61.65512085,0.668884218,5.085700989,3.308068037,21.97866058,7.285020828,87
62.02975082,0,5.249475956,3.733120918,22.19293976,6.794713974,87.09999847
61.52299118,0.476633698,6.587226868,2.003350973,22.28263092,7.127163887,88
61.65195084,0.683164418,5.105564117,3.343144894,21.97390938,7.242269039,87
60.06016922,9.958162308,2.040040016,0.767608285,24.7156105,2.458420992,72
63.34590149,0.529693425,6.223897934,4.869104862,24.52209091,0.509320617,84.19999695
60.19356155,9.601776123,1.707123995,6.549262047,21.85943031,0.034904011,70
59.34312057,10.78851032,2.012217999,7.55133009,20.23870087,0,71
59.67792892,10.78993034,1.006104946,7.550460815,20.90704918,0,70
59.44369888,10.78923035,1.509245992,7.951602936,20.23760986,0,71
59.20700073,10.79613018,2.01061511,8.348423958,19.56915092,0,72
59.54418182,10.79028034,1.006762981,8.350576401,20.24027061,0,70
59.40848923,10.79541969,1.007287025,9.148245811,19.57320976,0,71
54.16999817,21.90999985,0,0,19.20999908,4.710000038,63
60.19869995,9.636869431,1.688673973,6.481715202,21.92419052,0.0190452,71.09999847
60.4552002,9.243990898,1.661625981,6.181759834,22.39057922,0.01591596,71.19999695
60.8042717,8.725048065,1.540277004,5.886856079,22.97660065,0.0159449,70.59999847
60,11.03448009,0,0,25.51724052,3.448276043,76
57.86962891,13.67249966,2.384737968,6.995231152,19.07789993,0,72.30000305
58.37321091,12.75916958,2.392343998,6.698565006,19.77671051,0,72.5
58.71152115,11.93272018,2.284989119,7.172326088,19.80323982,0.095207863,73.80000305
57.81806946,13.5966301,3.01068306,6.021366119,19.42375946,0.129491702,72.59999847
57.18798828,14.84992027,2.274880886,7.582938194,18.00947952,0.094786733,72.5
57.37179947,14.10256004,3.076922894,7.051281929,18.26922989,0.128205106,73.30000305
57.91181183,13.22957039,3.177690983,6.03112793,19.45524979,0.129701704,72.90000153
57.73128891,13.72998047,3.367114067,5.426609993,19.61425018,0.130761698,72.19999695
57.7677803,13.50916958,2.99131608,6.625925064,18.9771595,0.128658697,73.19999695
57.7748909,13.66298008,3.188029051,5.725440025,19.51853943,0.1301236,72.40000153
60.54750061,10.3059597,0.805153012,4.186796188,24.15459061,0,69.90000153
59.71564102,11.37440968,0.789889395,6.00316,22.11689949,0,71.09999847
58.6583519,13.10451984,0.780031204,7.176287174,20.2808094,0,71.19999695
57.32688904,13.52657032,4.025764942,7.407406807,17.71336937,0,74.40000153
57.8125,12.5,3.03125,9.375,17.1875,0.09375,76.5
58.65000153,11.90668011,4.353233814,3.55654192,21.37286949,0.107570298,72.30000305
57.97042847,13.08522987,4.153513908,4.512378216,20.11297989,0.10633,72.59999847
57.89471054,13.21432018,4.503204823,3.879065037,20.34160042,0.107378997,72.40000153
57.94197083,13.14813995,4.303697109,4.193517208,20.24640083,0.106841199,72.5
61.52146912,0,8.509764671,13.85163975,16.11712074,0,101
61.72042847,0,7.568607807,12.36398983,17.25886917,1.088107944,98.30000305
61.22032166,0,9.013996124,14.65009975,15.11557961,0,104
61.44916916,0,7.611226082,12.43533039,16.68067932,1.82359004,98.69999695
60.70978928,0,10.59722996,12.36839962,15.23538017,1.089187026,101
61.62205887,0,9.003546715,12.26056004,17.11383057,0,100
61.17699051,0,7.617713928,14.05270958,15.32763004,1.824944973,101
61.12075043,0,10.50667,12.26214027,16.1104393,0,102
61.65555954,0,9.498343468,11.06991959,17.77617073,0,98.30000305
60.13022995,2.041848898,3.663316965,14.48258018,14.04008007,5.64195013,90.90000153
60.98688889,0,11.50240993,11.07392025,16.4368,0,101
61.17609024,1.951534986,8.006462097,11.07592964,17.78997993,0,93.30000305
62.06196976,0,3.623421907,11.4532299,18.39731979,4.464056015,90.5
61.64570999,0,3.654962063,11.55776024,17.51254082,5.629032135,91
60.62086105,2.039154053,3.658098936,11.57040977,16.47611046,5.635362148,89.59999847
59.55297089,3.507864952,0,12.78464985,14.46751976,9.687005997,87.09999847
59.877491,0,5.380760193,10.63621998,14.43686008,9.668662071,93.59999847
60.85380173,0,12.49915028,9.878908157,16.76815033,0,101
59.01462173,3.506155014,2.69234705,10.64731979,14.45864964,9.680920601,89
61.67432022,0,0,10.62952042,18.0338707,9.662298203,84.90000153
59.91350937,3.505876064,0,10.64307022,16.25842094,9.679123878,84.5
61.68864059,0,9.994994164,9.878191948,18.43818092,0,97
59.87213898,10.13619995,1.00682497,8.344914436,20.57197952,0,70
59.87213898,10.13619995,1.00682497,8.344914436,20.57197952,0,70
59.5750618,10.7285099,1.006762981,8.350575447,20.27113914,0,70
62.5,0,0,12.5,18.75,6.25,100
58.82352829,11.76471043,0,11.76471043,17.64706039,0,72
62.5,0,3.125,12.5,18.75,3.125,95
62.5,0,6.25,12.5,18.75,0,102
62.06896973,0,10.34482956,6.896552086,20.68965912,0,96
60.3773613,0,16.9811306,3.773585081,18.86791992,0,104
60.89965057,0,12.80276966,8.99654007,17.30104065,0,107
63.57826996,0,4.792332172,8.945687294,22.6837101,0,91
62.40748978,0,5.18283987,8.154514313,20.72466087,3.504364014,86
62.18330002,0,6.438549995,8.119051933,20.29426003,2.939192057,88
62.10934067,0,6.150841236,8.387509346,20.01213074,3.314582109,87
62.37620926,0.066159442,6.561936855,7.642090797,20.9516201,2.376338959,86
62.23276901,0,5.142295837,8.899102211,20.00300026,3.696857929,86
61.89672852,0,6.184094906,8.150215149,19.70542908,4.037690163,87
62.39616013,0,6.155539989,8.487639427,20.54849052,2.412170887,98
62.27342987,0.065959059,6.663210869,8.083351135,20.53816986,2.375871897,97
62.30831909,0.066539638,6.173398972,8.105737686,20.59704018,2.748960972,96
62.37398911,0.067005038,5.18283987,8.154513359,20.69115067,3.504364014,95
62.03081131,0.067008011,6.210085869,8.156025887,20.00425911,3.506076097,98
61.99658966,0.06642177,6.703176022,8.133277893,19.9468708,3.127923012,98
62.11555099,0,6.446705818,8.133599281,20.1514492,3.127007008,98
62.16781998,0.066766262,6.191053867,8.13334465,20.28952026,3.125874996,97
62.16687012,0,6.192993164,8.333614349,20.15415001,3.126787901,97
62.13274002,0,6.193323135,8.537650108,19.98387909,3.12688899,98
62.04745865,0.066800043,6.450591087,8.333138466,19.9489193,3.127456903,98
62.15589905,0.066152737,6.43639183,8.120586395,20.28458977,2.936372042,97
62.23516083,0.066263512,6.174553871,8.513856888,20.23380089,2.750940084,97
62.13180161,0.066179551,6.68548584,8.110372543,20.22866058,2.751853943,98
62.66268921,0,6.120219231,8.438483238,21.10614014,1.672461987,96
62.52949905,0,6.139272213,8.462688446,20.82765007,2.040884018,97
62.09844971,0,6.203641891,8.34794426,20.01012039,3.314228058,98
62.15061951,0.066588871,5.945916176,8.347149849,20.14818001,3.315990925,97
62.11566162,0.066674069,6.438426018,8.324156761,20.08978081,2.939721107,98
62.33267975,0.065963738,7.636833191,7.235610008,21.06759071,1.63549304,98
62.09822083,0.066356309,7.193161011,7.299193859,20.56703949,2.75002408,98
62.1137619,0,7.437195778,7.290026188,20.56950951,2.563488007,98
63.36309814,0,4.950588226,9.844163895,21.76612091,0,95
62.51100159,0,3.102088928,9.808073997,20.11795998,4.460881233,94
61.16400909,0.067799039,7.861120224,6.21610117,19.24065018,5.423923016,100
61.86637878,0.066581391,7.740962982,6.118478775,20.70681,3.500780106,99
62.74195099,0,5.177484989,6.121333122,22.42322922,3.536010027,92
62.23913956,0,2.692507982,6.305589199,21.32549095,7.437273026,91
60.995121,0.066781797,10.31167984,6.125255108,18.96100044,3.54015398,104
60.65179825,0.066942647,10.3197403,8.159956932,17.2571106,3.544436932,107
59.23596954,0,10.63424969,8.407969475,14.26795959,7.453847885,112
62.69874954,0.064501569,5.111749172,10.0428896,20.40829086,1.673815966,97
62.20172119,0.06519755,2.656800032,10.34033012,19.26586914,5.47007513,96
61.19966125,0,7.757370949,10.1971302,17.30076027,3.545072079,105
62.08383942,0,7.681632996,7.284189224,20.51291084,2.412074089,98
61.06933975,0,8.18805027,11.32553005,16.47591019,2.941176891,107
62.71022034,0,2.046649933,13.75786972,18.54150009,2.943770885,98
63.59397125,0,2.042392015,8.478338242,22.94875908,2.93654108,89
62.1339798,0,2.615648031,9.929591179,19.30315018,6.017634869,96
62.51309967,0.468736887,4.86147213,7.48639822,21.4915905,3.127145052,93
62.60203171,0.463937193,5.722996235,8.006230354,21.40739059,1.746392012,95
62.43722916,0.472853214,4.127333164,7.052267075,21.55872917,4.299585819,92
62.85977173,0,3.116590977,6.158247948,22.64042091,5.224974155,90
62.67287064,0.653530121,5.555006027,7.987589836,21.67871094,1.452288985,94
60.625,10,0,6.25,23.0625,0,70
60.70288086,9.584664345,0.95846647,5.111821175,23.5782795,0,69.69999695
60.81560135,10.03040028,0,5.015198231,24.07547951,0,69
60.89743042,9.615385056,0.641025722,4.487178802,24.29487038,0,69.69999695
60.48794174,9.600049973,1.18809402,5.895994186,22.82792091,0,70.09999847
60.49007034,9.763510704,0.914933383,5.939151764,22.89233017,0,70.19999695
60.46482086,9.751778603,0.935968518,6.083795071,22.76363945,0,70
59.47776031,10.14085007,2.554200888,7.602468014,20.22472,0,77
59.3631897,10.01780987,2.506015062,8.755429268,19.3575592,0,79
59.96062088,8.832354546,2.500313044,8.738592148,19.96812057,0,80
59.22151184,10.20576954,3.204433918,7.644773006,19.72351074,0,79
59.10606003,10.08430004,3.158026934,8.794665337,18.85695076,0,81
59.73073959,8.838979721,3.154980898,8.788651466,19.48665047,0,82
58.96194839,10.27795029,3.856635094,7.681210995,19.22225952,0,81
58.84960175,10.1491003,3.808288097,8.83852005,18.35449028,0,83
59.47280121,8.898452759,3.803677082,8.860479355,18.96459007,0,84
58.21282959,12.70765972,2.509255886,7.581559181,18.98870087,0,76
58.11322021,12.5222702,2.510081053,8.733706474,18.12071991,0,78
58.74008179,11.26179981,2.506093025,8.7619524,18.73007965,0,79
59.84711075,9.606625557,2.551362038,6.994743824,21.00016022,0,76
60.10699081,8.888326645,2.551279068,7.590528965,20.86288071,0,77
59.96644974,9.73091507,2.600502968,5.80757618,21.89455986,0,73
60.23587036,9.024483681,2.550955057,6.409433842,21.77926064,0,75
60.36363983,8.493506432,3.246752977,5.844155788,22.05195045,0,76
60.62825012,7.791789055,3.202502966,6.450156212,21.92731094,0,77
60.88656998,7.077149868,3.20202589,7.045097828,21.78915977,0,79
60.35036087,8.246319771,2.503458977,8.151968002,20.74789047,0,79
60.49621964,8.306526184,2.551198959,7.000669003,21.64538002,0,76
62.69593048,3.76175499,1.567397952,8.15046978,23.19749069,0.626959324,81.30000305
62.84852982,0,3.073764086,10.13251019,20.63080025,3.314403057,91
60.19868851,8.995591164,2.556438923,6.45837307,21.6912899,0,72
60.78030014,9.073827744,0,1.018072009,25.57822037,3.529089928,71.90000153
60.62482834,9.245825768,0.342184514,1.040241003,25.34218025,3.384205103,72.5
60.5218811,9.151855469,0.646336913,1.017637014,25.09712029,3.537662983,72.5
60.50323868,8.891343117,1.028578997,1.049288988,24.91716003,3.589673042,73.30000305
60.22003174,9.292830467,1.321616054,1.051756978,24.44643974,3.594657898,73.59999847
59.96876144,9.553898811,1.673321009,1.048429012,24.17635918,3.551466942,74
59.960289,9.296492577,2.02097702,1.073207974,24.0217495,3.599428892,74
59.8411293,9.300533295,2.365372896,1.01473105,23.81118965,3.635535955,75.59999847
60.97053909,8.749103546,0.986920774,0.990335822,25.81019974,2.47242403,71.80000305
60.57761002,9.304875374,0.969543278,1.020933032,25.29377937,2.826406956,72
60.58710098,8.999037743,0.989962995,1.058709979,25.13405991,3.200192928,72.69999695
60.50323868,8.891343117,1.028578997,1.049288988,24.91716003,3.589673042,73.30000305
60.30345154,9.047768593,1.025321007,1.046105027,24.59732056,3.959264994,74
60.16952133,9.136069298,0.996977925,1.035189986,24.37906075,4.262341022,73.80000305
59.98815155,9.230018616,1.000383019,1.05964005,24.05102921,4.649866104,74.90000153
59.85377884,9.255633354,1.003918052,1.035400033,23.80019951,5.01609087,75.59999847
60.34202957,9.328036308,0.345482796,0.870616674,24.90239906,4.190707207,73.69999695
60.50323868,8.891343117,1.028578997,1.049288988,24.91716003,3.589673042,73.30000305
60.51885986,9.029985428,1.644327998,0.815254986,25.13126945,2.83266592,73.19999695
60.31209183,9.507699013,2.275080919,0.800939023,24.96719933,2.116274118,72.80000305
60.48841095,9.070498466,3.070705891,0.842803419,25.07685089,1.423094034,71.40000153
60.34262085,9.346182823,3.802715063,0.870376229,24.9127903,0.70113641,70.69999695
58.86426926,11.28808975,2.804708958,1.731302023,22.50691986,2.804708958,75
60.65113068,7.620830059,2.874279976,1.733582973,24.24588966,2.874279976,76
60,10,3,3.333333015,23.33333015,0.333333313,71
60,10,1.666666985,3.333333015,23.33333015,1.666666985,73
61.0169487,6.779661179,2.542372942,3.389831066,23.72880936,2.542372942,77
61.0169487,6.779661179,4.576271057,3.389831066,23.72880936,0.508474588,77
60.65858078,7.625649929,5.719236851,1.733101964,24.26342964,0,75
59.93151093,8.2191782,6.164382935,3.42465806,22.26026917,0,77
59.52381134,11.22449017,1.870748043,1.700680017,23.80952072,1.870748043,72
59.02777863,12.5,2.083333015,0,24.30555916,2.083333015,71
60.09614944,9.409340858,2.369505882,1.717033029,24.03845978,2.369505882,74
57.69231033,14.6853199,2.447551966,0,22.72727013,2.447551966,72
59.64912033,10.52632046,2.631578922,0,24.56139946,2.631578922,73
60.28369141,8.510638237,3.191488981,0,24.82268906,3.191488981,76
59.13978958,10.03584003,3.763441086,0,23.29748917,3.763441086,74
59.02777863,12.5,3.75,0,24.30555916,0.416666687,68
59.52381134,11.22449017,3.74149704,1.700680017,23.80952072,0,69
59.02777863,12.5,4.166666985,0,24.30555916,0,67
57.69231033,14.6853199,4.895104885,0,22.72727013,0,68
59.64912033,10.52632046,5.263157845,0,24.56139946,0,70
60.28369141,8.510638237,5.744680882,0,24.82268906,0.638297915,74
60.28369141,8.510638237,6.382978916,0,24.82268906,0,73
59.13978958,10.03584003,7.526882172,0,23.29748917,0,75
60.02965164,9.240556717,1.581272006,8.93789196,20.21063042,0,73.5
59.40848923,10.79541969,1.007287025,9.148245811,19.57320976,0,71
60,0,0,0,20,20,88.69999695
56.2492981,12.50234032,0,0,18.74976921,12.49860001,84.80000305
54.54545975,18.18181992,0,0,18.18181992,9.090909004,80.09999847
52.94179916,23.52733994,0,0,17.64726067,5.883597851,74.09999847
60.35245895,9.270391464,1.664240956,6.74555397,21.93571091,0,71
59.86000824,10.04259968,0.669507027,9.37309742,20.02434921,0,71
59.80167007,9.964929581,0.665134907,9.964929581,19.57309914,0,71
60.20743942,9.598424911,1.706527948,6.546976089,21.88669014,0,70
59.81045914,10.00424004,0.654030204,9.816508293,19.66027069,0,71
60.22354889,9.604814529,0.654036283,8.536248207,20.92609024,0,70
62.68656921,0,4.477612019,14.92537022,17.88059998,0,102
62.68656921,0,0,14.92537022,17.88059998,4.477612019,94
63.07691956,0,4.615385056,12.30768967,19.96923065,0,97.19999695
63.07691956,0,0,12.30768967,19.96923065,4.615385056,89.5
63.49206161,0,4.761905193,9.523809433,22.19047928,0,91.90000153
63.49206161,0,0,9.523809433,22.19047928,4.761905193,84.80000305
63.63636017,0,3.030303001,12.1212101,21.18181992,0,94.19999695
63.63636017,0,0,12.1212101,21.18181992,3.030303001,89.09999847
63.49206161,0,2.380951881,9.523809433,22.19047928,2.380951881,89.09999847
63.43041992,0,2.750808954,8.414239883,22.62136078,2.750808954,87.90000153
62.89308167,0,2.83018899,11.32075977,20.09433937,2.83018899,93.09999847
62.82051086,0,3.205127954,10.25640965,20.48077011,3.205127954,92.09999847
63.49206161,0,1.58730197,9.523809433,22.19047928,3.174602985,88.30000305
63.49206161,0,3.174602985,9.523809433,22.19047928,1.58730197,90.69999695
63.49206161,0,0.793650806,9.523809433,22.19047928,3.968254089,86.90000153
64.12973785,0,0,7.514450073,24.50225067,3.853564024,83.09999847
63.79917145,0,0,8.442597389,23.37704086,4.381196022,85
63.434021,0,0,9.53895092,22.09856987,4.928458214,86.80000305
63.08129883,0,0,10.56628036,20.87947083,5.472950935,88.5
62.7555809,0,0,11.5759697,19.72318077,5.94526577,90.19999695
62.44527817,0,0,12.57036018,18.6053791,6.378985882,91.90000153
62.14619064,0,0,13.49921989,17.54277039,6.81182003,93.19999695
61.89305878,0,0,14.00977039,16.78124046,7.315935135,94.90000153
61.60961914,0,0,15.10947037,15.66450977,7.61640501,96.19999695
61.32307816,0,0,15.8153801,14.73845959,8.123076439,97.5
61.08388901,0,0,16.59522057,13.87018013,8.450704575,98.90000153
60.84172058,0,0,17.32235909,13.02225971,8.813662529,100
60.6437912,0,0,17.97752953,12.29881001,9.079865456,101
60.39274979,0,0,18.79154015,11.38973045,9.425982475,102
60.16260147,0,0,19.45196915,10.59922028,9.786209106,103
63.16173935,0,0,4.111303806,24.26782036,8.459130287,83.40000153
63.23093033,0,0,6.016204834,23.45375061,7.299121857,83.59999847
63.27346039,0,0,6.919494152,23.08716011,6.719892979,84.30000305
63.35300064,0,0,7.741724968,22.83514023,6.070141792,84.80000305
63.37208939,0,0,8.656330109,22.41601944,5.55555582,85.59999847
63.43949127,0,0,9.42675209,22.16560936,4.968153,87.19999695
63.5490799,0,0,10.96315002,21.61660004,3.871166945,90.90000153
59.31972885,0,0,13.33333015,11.97278976,15.37415028,98.90000153
59.65665817,0,0,14.6583004,11.98414993,13.70088959,99.59999847
59.97505951,0,0,17.70573997,11.09726048,11.22194958,101
59.96992111,0,0,19.90976906,9.984962463,10.13533974,102
62.73025894,0,0.075044349,6.317369938,22.30182076,8.575522423,85.19999695
62.63182068,0,0.089893863,5.594163895,22.46655083,9.217576981,84.19999695
62.70991135,0,0.074485369,6.866197109,21.98673058,8.362675667,85.40000153
62.50473022,0,0.086085193,6.122378826,21.94828033,9.338521957,86.09999847
62.48526001,0,0.086679153,5.686151981,22.12745094,9.614450455,85.30000305
62.64905167,0,0.067750677,6.951220036,21.82249069,8.509486198,86.80000305
63.00495911,0,0.05737235,6.493199825,22.76332092,7.681145191,84.30000305
62.66024017,0,0.01060293,6.272830009,22.18407059,8.87225914,86.30000305
62.79372025,0,0.06498614,5.999248028,22.58782005,8.554228783,85.80000305
62.81929016,0,0,6.606139183,22.33552933,8.239040375,85.59999847
62.59476852,0,0.005493902,6.139434814,22.11981964,9.140479088,87.09999847
62.61130142,0,0.01066568,5.965898037,22.23965073,9.172481537,85
62.61548996,0,0.005458293,6.543128014,21.95939064,8.876547813,85.40000153
62.77928925,0,0,6.321526051,22.39781952,8.501361847,84.40000153
62.65909958,0,0,6.254277229,22.19104958,8.895579338,85.19999695
62.48028183,0,0,6.466433048,21.72735023,9.325926781,86
62.87714005,0,0,6.595860004,22.45635986,8.070626259,84.30000305
62.60414886,0,0,5.649483204,22.38356972,9.362790108,85.09999847
62.81565094,0,0,6.027678013,22.61746025,8.53921032,85.09999847
62.45368958,0,0,5.857306004,21.97874069,9.710248947,85.59999847
62.68590927,0,0,6.870616913,21.93651009,8.506961823,85.90000153
60.1131897,13.06258011,0,0.133155793,26.69108009,0,59.09999847
61.52531052,8.413131714,2.735977888,0.136798903,27.18877983,0,67.59999847
61.44845963,8.545722008,0,0.136840999,27.10136986,2.767610073,70
59.33737946,13.7716198,0,2.660868883,24.23012924,0,64.5
60.90726852,8.739159584,2.801867962,2.735157013,24.81653976,0,69.09999847
60.95574951,8.61643219,0,2.736433983,24.85149956,2.839884996,73.59999847
58.13212967,14.33335972,0,8.207105637,19.32740021,0,70.19999695
59.86159134,8.870713234,2.862535,8.493235588,19.91192055,0,76.40000153
59.86159134,8.870713234,0,8.493235588,19.91192055,2.862535,77.5
57.23516083,13.99213982,0,14.61262989,14.16007042,0,73.5
58.72314835,8.767285347,3.206825972,14.94556999,14.3571701,0,85.90000153
58.81264114,8.646582603,0,14.9478302,14.47465038,3.118294954,82.59999847
66.66665649,0,0,0,33.33332825,0,73.90000153
63.88888931,0,0,16.66666985,19.44444084,0,102
63.15789032,0,0,21.05262947,15.78946972,0,112
62.82051086,0,0,23.07691956,14.10256004,0,117
62.5,0,0,25,12.5,0,122
62.19512177,0,0,26.82926941,10.97560978,0,129
61.90475845,0,0,28.57143021,9.523809433,0,134
62.84852982,0,3.073764086,10.13251019,20.63080025,3.314403057,4.21999979
59.96797943,0,3.410728931,0,19.93594933,16.68535042,96.59999847
60.15142822,0,6.54313612,0,20.30285072,13.00259018,101
60.08781052,0,9.726601601,0,20.17560959,10.0099802,100
60.03197861,0,13.22941971,0,20.06394958,6.67466116,99.69999695
60.01599884,0,14.27429008,0,20.03199005,5.67772913,98.59999847
59.82966995,0,14.97951031,0,19.65934944,5.531453133,95.90000153
60.48918915,0,15.4976902,0,20.9783802,3.034733057,96.30000305
60.71429062,9.090909004,1.948052049,4.545454979,23.70129967,0,71
60.92715073,7.947020054,3.311258078,3.973510027,23.84106064,0,73
61.18421173,7.236842155,3.28947401,4.605263233,23.68420982,0,73
60.84238052,8.423823357,2.79697299,4.080288887,23.85652924,0,70
58.33332825,16.66666985,0,0,25,0,60
58.1699295,16.33987045,0,1.960783958,23.52940941,0,62
58.06452179,16.12903023,0,3.225805998,22.58064079,0,64
57.96178055,15.92356968,0,4.458599091,21.65604973,0,66
57.8125,15.625,0,6.25,20.3125,0,68
57.57575989,15.15151978,0,9.090909004,18.18181992,0,70
59.88360977,10.34274006,1.025267959,0.609618783,24.60988998,3.501843929,71.90000153
59.80643082,10.42341995,1.046499968,0.616811216,24.50264931,3.541466951,72.09999847
59.73339844,10.49767017,1.064327955,0.624035776,24.39979935,3.581271887,72.40000153
62.1335907,0,1.123126984,6.189366817,21.17250061,9.381410599,89.19999695
62.36999893,0,1.174322963,6.384737015,21.54763031,8.523314476,88.90000153
62.22962952,0,1.343610048,6.103530884,21.40749931,8.915739059,88
62.24074173,0,1.614352942,6.381361008,21.29079056,8.472760201,88.30000305
62.07170868,0,1.861978054,6.638055801,20.82439041,8.603861809,88.30000305
62.00785828,0,1.694856048,5.803916931,21.11375999,9.379606247,90.40000153
62.1014595,0,0.87618649,6.258474827,21.07368088,9.690206528,89.40000153
62.37437057,0,0.942211092,5.457845211,22.01981926,9.205750465,87
61.94075012,0,1.776193023,5.494544983,21.13422012,9.654296875,90.19999695
62.29674149,0,1.455482006,5.766218185,21.71036911,8.771198273,87.09999847
62.35097885,0,1.105280042,5.783602238,21.81015968,8.949986458,87.30000305
62.11894989,0,1.595283031,6.401941776,21.03693008,8.846886635,89.59999847
62.20856857,0,1.211084962,5.779701233,21.52729034,9.273349762,89.69999695
62.42647171,0,1.062914968,6.349970818,21.67795944,8.482680321,87.59999847
62.24277115,0,1.800611973,5.992770195,21.48914909,8.474694252,90.30000305
62.20508957,0,0.869412899,5.47589922,21.67222023,9.777389526,89.59999847
62.51197052,0,1.067177057,6.56724596,21.74032021,8.113285065,88.69999695
61.77804947,0,2.161433935,5.577208996,20.76749039,9.715824127,88.90000153
61.94636917,0,1.638419986,5.63757515,21.07395935,9.703676224,89.19999695
62.38343811,0,1.357651949,6.664837837,21.43445015,8.159626961,88.19999695
62.64802933,0,0.717980087,6.648972988,21.97155952,8.013475418,87.69999695
62.1498909,0,1.390043974,6.371325016,21.11411095,8.974625587,88.90000153
62.40013885,0,1.625453949,6.031470776,21.78454018,8.158394814,88.09999847
62.09410095,0,1.250517964,6.722399235,20.82699966,9.105984688,88.69999695
61.95434189,0,1.78918004,5.512228012,21.15255928,9.5916996,90.19999695
62.34809113,0,1.537235975,6.058927059,21.66671944,8.389017105,89.40000153
62.1960907,0,1.432994008,6.045007229,21.36968994,8.956210136,88.40000153
59.49367142,10.12658024,2.531646013,7.594936848,20.25316048,0,72
59.375,10,2.5,8.75,19.375,0,75
60,8.75,2.5,8.75,20,0,75
59.23566818,10.19108009,3.184712887,7.643311977,19.74522018,0,74
59.11949921,10.06289005,3.144654036,8.805031776,18.86791992,0,75
59.74842834,8.805031776,3.144654036,8.805031776,19.49684906,0,75
58.97436142,10.25640965,3.846153975,7.692306995,19.23077011,0,75
58.86075974,10.12658024,3.797467947,8.860759735,18.35442924,0,77
58.22785187,12.65822983,2.531646013,7.594936848,18.98734093,0,72
58.125,12.5,2.5,8.75,18.125,0,73
58.75,11.25,2.5,8.75,18.75,0,73
59.87260818,9.554140091,2.547770977,7.006370068,21.01910973,0,72
60.12657928,8.860759735,2.531646013,7.594936848,20.88607979,0,73
60.3773613,8.176100731,2.51572299,8.176100731,20.75472069,0,75
60,9.677419662,2.580645084,5.806451797,21.93548012,0,71
60.25640869,8.974358559,2.564102888,6.410255909,21.79487038,0,72
60.50955963,8.280254364,2.547770977,7.006370068,21.65604973,0,73
60.38961029,8.441558838,3.246752977,5.844155788,22.07792091,0,73
60.64516068,7.741934776,3.225805998,6.451612949,21.93548012,0,74
60.89743042,7.051281929,3.205127954,7.051281929,21.79487038,0,75
60.45016098,9.00321579,2.250803947,5.787780762,22.50803947,0,72
59.87260818,9.554140091,2.547770977,7.006370068,21.01910973,0,76
59.49367142,10.12658024,2.531646013,7.594936848,20.25316048,0,77
60.84238052,8.423823357,2.79697299,4.080288887,23.85652924,0,71
61.21794891,7.692306995,1.923076987,5.769230843,23.39743996,0,72
62.29507828,7.868853092,0.327868789,1.967213035,27.54097939,0,59
60.18556976,10.37944984,0,0,25.56086922,3.874116898,77.30000305
62.29319,0,5.16290617,7.754508018,20.70914078,4.080252171,86
60.20743942,9.598424911,1.706527948,6.546976089,21.88669014,0,70
59.81045914,10.00424004,0.654030204,9.816508293,19.66027069,0,71
60.22354889,9.604814529,0.654036283,8.536248207,20.92609024,0,70
59.47560883,10.85128021,1.004405975,8.583664894,20.03265953,0,70
62.97179031,0,3.58197093,8.087471962,21.82826042,3.456635952,91
60.5354805,8.865651131,1.749048948,6.692015171,22.10392952,0,11.30000019
