Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Zn,Y,Zr,Sn,Density293K
0,0.020408161,0.673469386,0,0,0,0,0.224489802,0,0,0,0.081632652,0,0,0,2.75
0,0.041666675,0.666666654,0,0,0,0,0.208333329,0,0,0,0.083333341,0,0,0,2.849999905
0,0.063829789,0.659574436,0,0,0,0,0.191489392,0,0,0,0.085106383,0,0,0,2.950000048
0,0.086956523,0.652173945,0,0,0,0,0.173913009,0,0,0,0.086956523,0,0,0,2.980000019
0,0.329670303,0.593406614,0,0,0.043956052,0,0,0,0.032967032,0,0,0,0,0,2.253999949
0,0.318181795,0.590909107,0,0,0.045454549,0,0,0,0.045454549,0,0,0,0,0,2.311000109
0,0.305882385,0.58823526,0,0,0.047058828,0,0,0,0.058823526,0,0,0,0,0,2.388000011
0,0.29268289,0.585365895,0,0,0.048780488,0,0,0,0.073170727,0,0,0,0,0,2.503000021
0,0.278480997,0.582278499,0,0,0.050632909,0,0,0,0.088607594,0,0,0,0,0,2.59100008
0,0.263157877,0.578947355,0,0,0.052631573,0,0,0,0.105263195,0,0,0,0,0,2.667000055
0,0.246575298,0.575342484,0,0,0.054794521,0,0,0,0.123287697,0,0,0,0,0,2.724999905
0,0.228571405,0.571428626,0,0,0.057142861,0,0,0,0.142857109,0,0,0,0,0,2.753000021
0,0.285714295,0.593406585,0,0,0.08791209,0,0,0,0.03296703,0,0,0,0,0,2.354000092
0,0.272727283,0.590909085,0,0,0.090909085,0,0,0,0.045454547,0,0,0,0,0,2.420000076
0,0.258823517,0.5882353,0,0,0.094117654,0,0,0,0.05882353,0,0,0,0,0,2.486000061
0,0.243902395,0.5853659,0,0,0.097560977,0,0,0,0.073170728,0,0,0,0,0,2.558000088
0,0.227848089,0.582278513,0,0,0.101265801,0,0,0,0.088607597,0,0,0,0,0,2.635999918
0,0.210526271,0.578947344,0,0,0.105263193,0,0,0,0.105263193,0,0,0,0,0,2.676000118
0,0.1917808,0.575342494,0,0,0.109589007,0,0,0,0.123287699,0,0,0,0,0,2.720999956
0,0.171428602,0.571428599,0,0,0.114285697,0,0,0,0.142857102,0,0,0,0,0,2.759000063
0,0.341463384,0.585365889,0,0,0,0,0,0,0.073170727,0,0,0,0,0,2.5
0,0.317073171,0.585365867,0,0,0.024390238,0,0,0,0.073170724,0,0,0,0,0,2.510999918
0,0.268292679,0.585365872,0,0,0.073170724,0,0,0,0.073170724,0,0,0,0,0,2.529999971
0,0.219512189,0.585365889,0,0,0.121951195,0,0,0,0.073170727,0,0,0,0,0,2.559000015
0,0.052878919,0.670938263,0,0,0,0,0.2102915,0,0.065891318,0,0,0,0,0,2.589999914
0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.781999946
0,0.394526466,0.596351066,0.009122468,0,0,0,0,0,0,0,0,0,0,0,1.871000051
0,0.389151295,0.592767585,0.01808112,0,0,0,0,0,0,0,0,0,0,0,1.924999952
0,0.37220109,0.581467355,0.046331555,0,0,0,0,0,0,0,0,0,0,0,2.115999937
0,0.354561086,0.569707421,0.075731493,0,0,0,0,0,0,0,0,0,0,0,2.134000063
0,0.330357132,0.553571459,0.116071409,0,0,0,0,0,0,0,0,0,0,0,2.29399991
0,0.305555592,0.53703701,0.157407398,0,0,0,0,0,0,0,0,0,0,0,2.374000072
0,0.299065399,0.532710304,0.168224297,0,0,0,0,0,0,0,0,0,0,0,2.378999949
0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.876000047
0,0.380421281,0.586947571,0,0,0,0,0,0.032631148,0,0,0,0,0,0,2.032000065
0,0.371069173,0.580712798,0,0,0,0,0,0.04821803,0,0,0,0,0,0,2.130000114
0,0.3581515,0.572100964,0,0,0,0,0,0.069747536,0,0,0,0,0,0,2.262000084
0,0.348392725,0.565595109,0,0,0,0,0,0.086012166,0,0,0,0,0,0,2.319999933
0,0.335106395,0.5567376,0,0,0,0,0,0.108156005,0,0,0,0,0,0,2.367000103
0,0.307479226,0.538319459,0,0,0,0,0,0.154201315,0,0,0,0,0,0,2.401000023
0,0.307798808,0.538532491,0.153668701,0,0,0,0,0,0,0,0,0,0,0,2.335999966
0,0.285714299,0.571428599,0,0,0,0,0,0,0,0,0.142857102,0,0,0,3.387000084
0,0,0.66666666,0,0,0,0,0.222222226,0,0,0,0.111111113,0,0,0,2.864000082
0,0.069993236,0.641061912,0.022737049,0,0.008234499,0.255576696,0,0.002396608,0,0,0,0,0,0,2.230000019
0,0,0.666666657,0,0,0,0.318133341,0,0,0,0.015200002,0,0,0,0,2.220000029
0,0,0.666666637,0,0,0,0.315700031,0,0,0,0.017633332,0,0,0,0,2.220000029
0,0,0.666666613,0,0,0,0.313166717,0,0,0,0.02016667,0,0,0,0,2.269999981
0,0,0.666666606,0,0,0,0.309366722,0,0,0,0.023966672,0,0,0,0,2.24000001
0,0,0.666666601,0,0,0,0.305466726,0,0,0,0.027866673,0,0,0,0,2.230000019
0,0,0.666666651,0,0,0,0.301833344,0,0,0,0.031500005,0,0,0,0,2.25999999
0,0,0.666666657,0,0,0,0.293933337,0,0,0,0.039400006,0,0,0,0,2.319999933
0.075731493,0.354561086,0.569707421,0,0,0,0,0,0,0,0,0,0,0,0,2.079999924
0.084457553,0.349325422,0.566217024,0,0,0,0,0,0,0,0,0,0,0,0,2.089999914
0.110962999,0.333422197,0.555614804,0,0,0,0,0,0,0,0,0,0,0,0,2.160000086
0.131938798,0.32083671,0.547224492,0,0,0,0,0,0,0,0,0,0,0,0,2.230000019
0.153296097,0.308022305,0.538681597,0,0,0,0,0,0,0,0,0,0,0,0,2.359999895
0.215775905,0.270534491,0.513689604,0,0,0,0,0,0,0,0,0,0,0,0,2.440000057
0,0,0.582872939,0.143646387,0,0,0.237569078,0,0,0.035911597,0,0,0,0,0,2.566999912
0,0,0.579411661,0.15466999,0,0,0.23615828,0,0,0.029760068,0,0,0,0,0,2.559000015
0,0,0.575996483,0.165574632,0,0,0.234780231,0,0,0.023648654,0,0,0,0,0,2.551000118
0,0,0.572591549,0.176390788,0,0,0.233378584,0,0,0.017639079,0,0,0,0,0,2.545000076
0,0,0.569250953,0.187030006,0,0,0.23201702,0,0,0.011702021,0,0,0,0,0,2.536000013
0,0,0.555500003,0.222333302,0,0,0.222166695,0,0,0,0,0,0,0,0,2.487999916
0,0,0.564066677,0.205199998,0,0,0.205099995,0,0,0,0.025633329,0,0,0,0,2.585999966
0,0,0.57139049,0.190552404,0,0,0.190419005,0,0,0,0.047638101,0,0,0,0,2.667000055
0,0,0.577766685,0.177800007,0,0,0.177733307,0,0,0,0.066700001,0,0,0,0,2.736000061
0,0,0.583300046,0.166733311,0,0,0.166633309,0,0,0,0.083333334,0,0,0,0,2.803999901
0,0,0.588233322,0.156866709,0,0,0.156833302,0,0,0,0.098066667,0,0,0,0,2.868000031
0,0,0.592566708,0.148199994,0,0,0.148100001,0,0,0,0.111133297,0,0,0,0,2.90199995
0,0,0.583300007,0.1667333,0,0,0.249966693,0,0,0,0,0,0,0,0,2.427999973
0,0,0.588200037,0.156933309,0,0,0.235233323,0,0,0,0.019633331,0,0,0,0,2.519999981
0,0,0.592574033,0.148185203,0,0,0.222177802,0,0,0,0.037062961,0,0,0,0,2.589999914
0,0,0.596466659,0.140399987,0,0,0.21046669,0,0,0,0.052666664,0,0,0,0,2.657000065
0,0,0.599966652,0.133400017,0,0,0.199933323,0,0,0,0.066700008,0,0,0,0,2.714999914
0,0,0.603166709,0.127000001,0,0,0.190433297,0,0,0,0.079399993,0,0,0,0,2.773000002
0,0,0.606066658,0.12119999,0,0,0.181766687,0,0,0,0.090966666,0,0,0,0,2.765000105
0,0,0.599900011,0.133533295,0,0,0.266566694,0,0,0,0,0,0,0,0,2.385999918
0,0,0.603133359,0.127066691,0,0,0.253933282,0,0,0,0.015866669,0,0,0,0,2.47300005
0,0,0.606033297,0.121266701,0,0,0.242400002,0,0,0,0.0303,0,0,0,0,2.530999899
0,0,0.608660889,0.1160116,0,0,0.231856499,0,0,0,0.043471012,0,0,0,0,2.59800005
0,0,0.611100009,0.111133299,0,0,0.222166692,0,0,0,0.0556,0,0,0,0,2.640000105
0,0,0.613333297,0.106666701,0,0,0.213200002,0,0,0,0.0668,0,0,0,0,2.678999901
0,0,0.615361487,0.102610297,0,0,0.205087193,0,0,0,0.076941024,0,0,0,0,2.709000111
0,0,0.664712512,0,0.115670793,0,0,0.219616695,0,0,0,0,0,0,0,2.443000078
0,0,0.665016906,0,0,0,0,0.220022496,0,0.114960598,0,0,0,0,0,2.667999983
0,0,0.664099712,0,0,0,0,0.218799489,0,0,0,0.117100798,0,0,0,2.851000071
0,0,0.711111089,0,0.007407407,0,0,0.281481503,0,0,0,0,0,0,0,2.443000078
0,0,0.707692294,0,0.015384619,0,0,0.276923086,0,0,0,0,0,0,0,2.447000027
0,0,0.703999998,0,0.024,0,0,0.272000001,0,0,0,0,0,0,0,2.454999924
0,0,0.698734185,0,0.036286918,0,0,0.264978897,0,0,0,0,0,0,0,2.470999956
0,0,0.690909073,0,0.054545447,0,0,0.254545481,0,0,0,0,0,0,0,2.46600008
0,0,0.687850471,0,0.061682237,0,0,0.250467292,0,0,0,0,0,0,0,2.48300004
0,0,0.68,0,0.08,0,0,0.24,0,0,0,0,0,0,0,2.460999966
0,0,0.671520347,0,0.099785856,0,0,0.228693796,0,0,0,0,0,0,0,2.461999893
0,0,0.670129903,0,0.103030296,0,0,0.226839801,0,0,0,0,0,0,0,2.451999903
0,0,0.667841466,0,0.108370007,0,0,0.223788526,0,0,0,0,0,0,0,2.441999912
0,0,0.664712512,0,0.115670793,0,0,0.219616695,0,0,0,0,0,0,0,2.443000078
0,0,0.662068888,0,0.121839108,0,0,0.216092003,0,0,0,0,0,0,0,2.441999912
0,0,0.660302715,0,0.125960394,0,0,0.21373689,0,0,0,0,0,0,0,2.489000082
0,0.358974309,0.572649621,0.06837607,0,0,0,0,0,0,0,0,0,0,0,2.130000114
0,0.336283197,0.557522103,0.106194699,0,0,0,0,0,0,0,0,0,0,0,2.25
0,0.390243922,0.593495918,0.016260161,0,0,0,0,0,0,0,0,0,0,0,1.919999957
0,0.38016531,0.586776839,0.033057851,0,0,0,0,0,0,0,0,0,0,0,2.00999999
0,0.369747908,0.579831919,0.050420173,0,0,0,0,0,0,0,0,0,0,0,2.079999924
0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.830000043
0,0.361702109,0.574468103,0.063829788,0,0,0,0,0,0,0,0,0,0,0,2.180000067
0,0.308755801,0.539170499,0.152073699,0,0,0,0,0,0,0,0,0,0,0,2.390000105
0.111111098,0.333333286,0.555555616,0,0,0,0,0,0,0,0,0,0,0,0,2.188183784
0,0.333333286,0.555555616,0.111111098,0,0,0,0,0,0,0,0,0,0,0,2.262443542
0,0,0.610266691,0.112799998,0,0,0.27693331,0,0,0,0,0,0,0,0,2.339999914
0,0.01424352,0.606038695,0.116114195,0,0.00118149,0.2624221,0,0,0,0,0,0,0,0,2.400000095
0,0.030027124,0.603480565,0.115911116,0,0.001356063,0.249225132,0,0,0,0,0,0,0,0,2.410000086
0,0.042296657,0.602424234,0.114130787,0,0.00076555,0.240382772,0,0,0,0,0,0,0,0,2.440000057
0,0.053750913,0.596962721,0.121112809,0,0.001134251,0.227039307,0,0,0,0,0,0,0,0,2.460000038
0,0.076135429,0.596875904,0.113711097,0,0.001475969,0.211801601,0,0,0,0,0,0,0,0,2.470000029
0,0.104845898,0.596024299,0.105978406,0,0.001072898,0.1920785,0,0,0,0,0,0,0,0,2.5
0,0,0.599597838,0.116913208,0.024371122,0.0021133,0.256595506,0,0,0,0,0,0,0,0,2.420000076
0,0,0.595656399,0.1170286,0.037487901,0,0.249827101,0,0,0,0,0,0,0,0,2.440000057
0,0,0.597101882,0.106201999,0.047975677,0.002301159,0.246154302,0,0,0,0,0,0,0,0,2.450000048
0,0,0.587285326,0.117088703,0.062511074,0,0.233114898,0,0,0,0,0,0,0,0,2.480000019
0,0,0.58458842,0.113046909,0.075483864,0.002361106,0.224519701,0,0,0,0,0,0,0,0,2.5
0,0,0.599925591,0.122033696,0,0.002028261,0.259853983,0,0,0.016158469,0,0,0,0,0,2.430000067
0,0,0.59387144,0.121264212,0,0.003232796,0.246758618,0,0,0.034872933,0,0,0,0,0,2.519999981
0,0,0.587492964,0.120500599,0,0.001476378,0.234497998,0,0,0.05603206,0,0,0,0,0,2.579999924
0,0,0.577727729,0.12702501,0,0.002288739,0.217823516,0,0,0.075135006,0,0,0,0,0,2.619999886
0,0,0.563526102,0.130158297,0,0.003180003,0.190541301,0,0,0.112594297,0,0,0,0,0,2.74000001
0,0,0.597142352,0.123218214,0,0.002041163,0.254873319,0,0,0,0,0.022724952,0,0,0,2.400000095
0,0,0.596297536,0.120603408,0,0.001234145,0.252279719,0,0,0,0,0.029585192,0,0,0,2.559999943
0,0,0.583488526,0.128438402,0,0.00203759,0.230177412,0,0,0,0,0.055858071,0,0,0,2.74000001
0,0,0.571984601,0.133698503,0,0.001513568,0.210061609,0,0,0,0,0.082741719,0,0,0,2.940000057
0,0,0.604344306,0.117916005,0,0.020186182,0.257553507,0,0,0,0,0,0,0,0,2.380000114
0,0,0.600897147,0.118615808,0,0.038769632,0.241717414,0,0,0,0,0,0,0,0,2.390000105
0,0,0.596369243,0.121885196,0,0.056128875,0.225616687,0,0,0,0,0,0,0,0,2.407000065
0,0,0.604235804,0,0,0.000898286,0.257842694,0,0.099640684,0.037382531,0,0,0,0,0,2.460000038
0,0,0.600318267,0.027189709,0,0.00083022,0.25359759,0,0.079562755,0.038501459,0,0,0,0,0,2.450000048
0,0,0.598195136,0.049789086,0,0.000829818,0.251607777,0,0.061475696,0.038102487,0,0,0,0,0,2.460000038
0,0,0.595918078,0.058569605,0,0.000828815,0.249749633,0,0.058086126,0.036847744,0,0,0,0,0,2.480000019
0,0,0.591257474,0.087701124,0,0.000828672,0.245183374,0,0.038464198,0.036565158,0,0,0,0,0,2.49000001
0,0,0.588467133,0.103712908,0,0.000829703,0.241893114,0,0.027034501,0.038062641,0,0,0,0,0,2.519999981
0,0,0.58652486,0.122112113,0,0.000828815,0.240321828,0,0.013261042,0.036951342,0,0,0,0,0,2.529999971
0,0,0.584607947,0.139419285,0,0.000828643,0.238511178,0,0,0.036632947,0,0,0,0,0,2.539999962
0,0,0.587357374,0.105259414,0,0.0025113,0.226088822,0,0,0.078783089,0,0,0,0,0,2.609999895
0,0,0.585872798,0.122881802,0,0.000845517,0.232763803,0,0,0.057636079,0,0,0,0,0,2.569999933
0,0,0.584495077,0.121576698,0.0166301,0.00176916,0.228893906,0,0,0.04663506,0,0,0,0,0,2.549999952
0,0,0.585967629,0.118163506,0.030726752,0.001911572,0.230061219,0,0,0.033169321,0,0,0,0,0,2.529999971
0,0,0.585431928,0.114764009,0.048049862,0.001994657,0.227248413,0,0,0.02251113,0,0,0,0,0,2.480000019
0,0,0.584111823,0.11695071,0.059331106,0.001782785,0.225807605,0,0,0.012015971,0,0,0,0,0,2.470000029
0,0,0.584008834,0.115344787,0.0737421,0.002428312,0.224475967,0,0,0,0,0,0,0,0,2.450000048
0,0,0.598324697,0.117086,0,0.058793997,0.225795306,0,0,0,0,0,0,0,0,2.930000067
0,0,0.596414258,0.119417287,0,0.047446777,0.228813881,0,0,0,0,0.007907797,0,0,0,2.450000048
0,0,0.594985777,0.120888093,0,0.037101038,0.231865184,0,0,0,0,0.015159909,0,0,0,2.49000001
0,0,0.593613667,0.122798293,0,0.024040218,0.236606394,0,0,0,0,0.022941428,0,0,0,2.539999962
0,0,0.592381543,0.122994489,0,0.013839419,0.239340572,0,0,0,0,0.031443977,0,0,0,2.579999924
0,0,0.590170164,0.126106786,0,0.001729386,0.242529086,0,0,0,0,0.039464578,0,0,0,2.630000114
0.170412023,0.297752828,0.531835149,0,0,0,0,0,0,0,0,0,0,0,0,2.390000105
0,0.361702109,0.574468103,0.063829788,0,0,0,0,0,0,0,0,0,0,0,2.130000114
0,0.347826105,0.565217378,0.086956517,0,0,0,0,0,0,0,0,0,0,0,2.190000057
0,0.333333286,0.555555616,0.111111098,0,0,0,0,0,0,0,0,0,0,0,2.279999971
0,0.318181801,0.545454597,0.136363602,0,0,0,0,0,0,0,0,0,0,0,2.339999914
0,0.307159339,0.538106245,0.154734416,0,0,0,0,0,0,0,0,0,0,0,2.375
0,0.302325598,0.5348837,0.162790702,0,0,0,0,0,0,0,0,0,0,0,2.430000067
0,0.386252011,0.590834736,0.022913253,0,0,0,0,0,0,0,0,0,0,0,1.876999974
0,0.372122215,0.581414831,0.046462954,0,0,0,0,0,0,0,0,0,0,0,1.919999957
0,0.342393678,0.561595792,0.096010531,0,0,0,0,0,0,0,0,0,0,0,2.042999983
0,0.326750463,0.55116695,0.122082587,0,0,0,0,0,0,0,0,0,0,0,2.227999926
0,0,0.663465716,0,0,0,0,0.217954288,0,0.118579996,0,0,0,0,0,2.691999912
0,0,0.667417933,0,0,0,0,0.223223974,0,0.109358093,0,0,0,0,0,2.657000065
0,0,0.584406947,0.227287829,0,0,0,0.188305224,0,0,0,0,0,0,0,2.552000046
0,0,0.597066632,0.20513338,0,0,0,0.197799988,0,0,0,0,0,0,0,2.506999969
0,0.026289389,0.624061697,0,0,0.03383029,0.218063602,0,0,0.097755022,0,0,0,0,0,2.50999999
0,0.006451613,0.61290323,0.096774199,0,0.025806452,0.258064506,0,0,0,0,0,0,0,0,2.401000023
0,0.01910828,0.611465009,0.095541403,0,0.02547771,0.248407598,0,0,0,0,0,0,0,0,2.423000097
0,0.031446541,0.610062907,0.094339619,0,0.02515723,0.238993703,0,0,0,0,0,0,0,0,2.448999882
0,0.04347826,0.608695604,0.093167706,0,0.02484472,0.22981371,0,0,0,0,0,0,0,0,2.453000069
0,0.055214723,0.607361943,0.092024541,0,0.024539882,0.220858911,0,0,0,0,0,0,0,0,2.447999954
0,0.066666671,0.606060612,0.090909092,0,0.024242421,0.212121205,0,0,0,0,0,0,0,0,2.459000111
0,0.077844314,0.604790416,0.089820361,0,0.023952102,0.203592807,0,0,0,0,0,0,0,0,2.434999943
0,0.088757396,0.603550273,0.088757396,0,0.023668639,0.195266295,0,0,0,0,0,0,0,0,2.424000025
0,0.099415205,0.602339199,0.087719296,0,0.023391809,0.187134491,0,0,0,0,0,0,0,0,2.40899992
0,0.109826594,0.601156033,0.086705191,0,0.023121388,0.179190793,0,0,0,0,0,0,0,0,2.734999895
0,0.036099431,0.619392039,0.051868503,0.004430977,0.013162611,0.244355402,0,0.008536147,0.02215489,0,0,0,0,0,2.444000006
0,0.25,0.5625,0,0,0,0,0,0,0,0,0.1875,0,0,0,3.687000036
0,0.375000018,0.58333331,0.041666672,0,0,0,0,0,0,0,0,0,0,0,2.046999931
0,0.347826105,0.565217378,0.086956517,0,0,0,0,0,0,0,0,0,0,0,2.190000057
0,0.318181801,0.545454597,0.136363602,0,0,0,0,0,0,0,0,0,0,0,2.329999924
0.041666672,0.375000018,0.58333331,0,0,0,0,0,0,0,0,0,0,0,0,1.99000001
0,0.375000018,0.58333331,0,0,0,0,0,0.041666672,0,0,0,0,0,0,2.046000004
0,0.370370384,0.582010576,0.042328036,0,0,0,0,0,0.005291004,0,0,0,0,0,2.099999905
0,0.365591374,0.580645189,0.043010748,0,0,0,0,0,0.010752689,0,0,0,0,0,2.119999886
0,0.360655709,0.579235002,0.043715849,0,0,0,0,0,0.01639344,0,0,0,0,0,2.170000076
0,0.355555586,0.577777746,0.044444448,0,0,0,0,0,0.022222219,0,0,0,0,0,2.279999971
0,0.333333286,0.57142861,0.047619052,0,0,0,0,0,0.047619052,0,0,0,0,0,2.440000057
0,0.307692296,0.564102587,0.051282048,0,0,0,0,0,0.076923069,0,0,0,0,0,2.589999914
0,0.342541416,0.563535925,0.088397796,0,0,0,0,0,0.005524862,0,0,0,0,0,2.24000001
0,0.337078677,0.561797744,0.089887631,0,0,0,0,0,0.011235949,0,0,0,0,0,2.299999952
0,0.331428591,0.559999978,0.091428572,0,0,0,0,0,0.017142859,0,0,0,0,0,2.339999914
0,0.325581412,0.55813952,0.093023256,0,0,0,0,0,0.023255812,0,0,0,0,0,2.380000114
0,0.3,0.55,0.1,0,0,0,0,0,0.05,0,0,0,0,0,2.50999999
0,0.312138714,0.543352625,0.138728314,0,0,0,0,0,0.005780347,0,0,0,0,0,2.390000105
0,0.305882367,0.541176438,0.141176487,0,0,0,0,0,0.011764709,0,0,0,0,0,2.400000095
0,0.299401186,0.538922158,0.143712587,0,0,0,0,0,0.017964069,0,0,0,0,0,2.430000067
0,0.29268289,0.536585378,0.146341493,0,0,0,0,0,0.024390239,0,0,0,0,0,2.440000057
0,0,0.655172412,0.103448294,0,0,0,0.241379295,0,0,0,0,0,0,0,2.433000088
0,0.03571429,0.642857121,0.107142895,0,0,0,0.214285694,0,0,0,0,0,0,0,2.444000006
0,0.11538461,0.615384662,0.11538461,0,0,0,0.153846118,0,0,0,0,0,0,0,2.525000095
0,0.16,0.6,0.12,0,0,0,0.12,0,0,0,0,0,0,0,2.50999999
0,0.208333319,0.583333333,0.125000011,0,0,0,0.083333337,0,0,0,0,0,0,0,2.438999891
0,0.260869583,0.565217367,0.130434792,0,0,0,0.043478258,0,0,0,0,0,0,0,2.377000093
0,0.318181801,0.545454597,0.136363602,0,0,0,0,0,0,0,0,0,0,0,2.270999908
0.103448294,0,0.655172412,0,0,0,0,0.241379295,0,0,0,0,0,0,0,2.38499999
0.107142895,0.03571429,0.642857121,0,0,0,0,0.214285694,0,0,0,0,0,0,0,2.378000021
0.111111102,0.074074071,0.629629617,0,0,0,0,0.185185211,0,0,0,0,0,0,0,2.421000004
0.12,0.16,0.6,0,0,0,0,0.12,0,0,0,0,0,0,0,2.437999964
0.130434792,0.260869583,0.565217367,0,0,0,0,0.043478258,0,0,0,0,0,0,0,2.269999981
0.136363602,0.318181801,0.545454597,0,0,0,0,0,0,0,0,0,0,0,0,2.232000113
0,0.210526271,0.578947344,0,0,0.105263193,0,0,0,0.105263193,0,0,0,0,0,2.680000067
0,0.236000003,0.599999997,0,0,0.064000001,0,0,0,0,0,0,0.1,0,0,3.554822445
0,0.22,0.6,0,0,0.08,0,0,0,0,0,0,0.1,0,0,3.45234704
0,0.203999996,0.6,0,0,0.096000004,0,0,0,0,0,0,0.1,0,0,3.477583647
0,0.187999994,0.600000006,0,0,0.111999999,0,0,0,0,0,0,0.100000001,0,0,3.503670216
0,0.26,0.6,0,0,0.088000002,0,0,0,0,0,0,0.051999998,0,0,2.963050842
0,0.24,0.6,0,0,0.088000002,0,0,0,0,0,0,0.071999998,0,0,3.164787292
0,0.223999996,0.6,0,0,0.088000002,0,0,0,0,0,0,0.088000002,0,0,3.336247206
0,0.207999994,0.600000006,0,0,0.088000003,0,0,0,0,0,0,0.103999997,0,0,3.504922628
0.076923075,0,0.615384639,0,0,0.076923075,0.230769211,0,0,0,0,0,0,0,0,2.385999918
0.100017998,0,0.599987995,0,0,0.100017998,0.199976009,0,0,0,0,0,0,0,0,2.426000118
0.142857116,0,0.571428653,0,0,0.142857116,0.142857116,0,0,0,0,0,0,0,0,2.447000027
0,0,0.615384639,0.076923075,0,0.076923075,0.230769211,0,0,0,0,0,0,0,0,2.444000006
0,0,0.599987995,0.100017998,0,0.100017998,0.199976009,0,0,0,0,0,0,0,0,2.457999945
0,0,0.692307712,0,0,0.076923075,0,0.230769212,0,0,0,0,0,0,0,2.579999924
0,0,0.692000498,0,0,0.0760015,0.00399351,0.228004492,0,0,0,0,0,0,0,2.589999914
0,0,0.691669449,0,0,0.074992479,0.008328979,0.225009093,0,0,0,0,0,0,0,2.589999914
0,0,0.691306557,0,0,0.073903673,0.013046561,0.22174321,0,0,0,0,0,0,0,2.599999905
0,0,0.690911789,0,0,0.072718948,0.018179732,0.218189531,0,0,0,0,0,0,0,2.599999905
0,0,0.690475823,0,0,0.071427384,0.023814682,0.21428211,0,0,0,0,0,0,0,2.599999905
0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.838000059
0.008064516,0.395161279,0.596774205,0,0,0,0,0,0,0,0,0,0,0,0,1.873000026
0.016260161,0.390243922,0.593495918,0,0,0,0,0,0,0,0,0,0,0,0,1.898000002
0.024590161,0.385245905,0.590163933,0,0,0,0,0,0,0,0,0,0,0,0,1.921000004
0.033057851,0.38016531,0.586776839,0,0,0,0,0,0,0,0,0,0,0,0,1.952999949
0.041666672,0.375000018,0.58333331,0,0,0,0,0,0,0,0,0,0,0,0,1.986999989
0.050420173,0.369747908,0.579831919,0,0,0,0,0,0,0,0,0,0,0,0,2.017999887
0.059322025,0.364406795,0.576271179,0,0,0,0,0,0,0,0,0,0,0,0,2.045000076
0.06837607,0.358974309,0.572649621,0,0,0,0,0,0,0,0,0,0,0,0,2.069999933
0.077586212,0.353448296,0.568965492,0,0,0,0,0,0,0,0,0,0,0,0,2.095999956
0.086956517,0.347826105,0.565217378,0,0,0,0,0,0,0,0,0,0,0,0,2.124000072
0.096491229,0.342105283,0.561403487,0,0,0,0,0,0,0,0,0,0,0,0,2.150000095
0.106194699,0.336283197,0.557522103,0,0,0,0,0,0,0,0,0,0,0,0,2.176000118
0.116071409,0.330357132,0.553571459,0,0,0,0,0,0,0,0,0,0,0,0,2.203000069
0.126126099,0.324324303,0.549549599,0,0,0,0,0,0,0,0,0,0,0,0,2.224999905
0.260869598,0,0.5652174,0,0,0,0,0.173913002,0,0,0,0,0,0,0,2.630000114
0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2.201999903
0,0,0.616666706,0.099999998,0,0,0.283333296,0,0,0,0,0,0,0,0,2.33100009
0,0,0.6,0.133333302,0,0,0.266666698,0,0,0,0,0,0,0,0,2.380000114
0,0,0.583333294,0.166666702,0,0,0.250000005,0,0,0,0,0,0,0,0,2.430999994
0,0,0.566666707,0.199999996,0,0,0.233333297,0,0,0,0,0,0,0,0,2.463000059
0,0,0.556666707,0.219999996,0,0,0.223333297,0,0,0,0,0,0,0,0,2.476000071
0,0,0.616666706,0,0,0,0.283333296,0,0.099999998,0,0,0,0,0,0,2.355999947
0,0,0.6,0,0,0,0.266666698,0,0.133333302,0,0,0,0,0,0,2.400000095
0,0,0.591666706,0,0,0,0.258333297,0,0.149999997,0,0,0,0,0,0,2.414000034
0,0,0.583333294,0,0,0,0.250000005,0,0.166666702,0,0,0,0,0,0,2.427999973
0,0,0.575,0,0,0,0.241666698,0,0.183333302,0,0,0,0,0,0,2.440000057
0,0,0.566666707,0,0,0,0.233333297,0,0.199999996,0,0,0,0,0,0,2.451999903
0,0,0.556666707,0,0,0,0.223333297,0,0.219999996,0,0,0,0,0,0,2.474999905
0,0,0.566666707,0.199999996,0,0,0.233333297,0,0,0,0,0,0,0,0,2.440999985
0,0,0.60000004,0.13333331,0,0,0.233333317,0,0,0,0.033333332,0,0,0,0,2.559000015
0,0,0.566666691,0.19999999,0,0,0.19999999,0,0,0,0.033333329,0,0,0,0,2.615999937
0,0,0.533333277,0.266666696,0,0,0.166666697,0,0,0,0.03333333,0,0,0,0,2.647000074
0,0,0.566666669,0.199999983,0,0,0.166666684,0,0,0,0.066666664,0,0,0,0,2.752000093
0,0,0.6,0.133333302,0,0,0.166666698,0,0,0,0.1,0,0,0,0,2.857000113
0,0,0.583399946,0,0,0,0.250066676,0,0.166533378,0,0,0,0,0,0,2.433000088
0,0,0.583299952,0.166733379,0,0,0.249966669,0,0,0,0,0,0,0,0,2.453000069
0,0,0.589356649,0,0,0,0.252509291,0,0.147591791,0.010542269,0,0,0,0,0,2.448999882
0,0,0.589329,0.147669097,0,0,0.252492602,0,0,0.0105093,0,0,0,0,0,2.453000069
