Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Zn,Y,Zr,Sn,Density293K
0,0.387755108,0.59183673,0.020408162,0,0,0,0,0,0,0,0,0,0,0,1.950000048
0,0.375000018,0.58333331,0.041666672,0,0,0,0,0,0,0,0,0,0,0,2.049999952
0,0.361702109,0.574468103,0.063829788,0,0,0,0,0,0,0,0,0,0,0,2.119999886
0,0.347826105,0.565217378,0.086956517,0,0,0,0,0,0,0,0,0,0,0,2.200000048
0,0.333333286,0.555555616,0.111111098,0,0,0,0,0,0,0,0,0,0,0,2.279999971
0,0.318181801,0.545454597,0.136363602,0,0,0,0,0,0,0,0,0,0,0,2.349999905
0,0.302325598,0.5348837,0.162790702,0,0,0,0,0,0,0,0,0,0,0,2.460000038
0,0.376569027,0.585774068,0.033472804,0,0,0,0,0,0.004184101,0,0,0,0,0,2.069999933
0,0.36402568,0.57815848,0.051391858,0,0,0,0,0,0.006423983,0,0,0,0,0,2.130000114
0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2.200000048
0,0,0.649999981,0.033333329,0,0,0.316666689,0,0,0,0,0,0,0,0,2.210000038
0,0,0.641666651,0.050000007,0,0,0.308333343,0,0,0,0,0,0,0,0,2.25999999
0,0,0.633333313,0.066666673,0,0,0.300000014,0,0,0,0,0,0,0,0,2.279999971
0,0,0.616666706,0.099999998,0,0,0.283333296,0,0,0,0,0,0,0,0,2.329999924
0,0,0.6,0.133333302,0,0,0.266666698,0,0,0,0,0,0,0,0,2.380000114
0,0,0.583333294,0.166666702,0,0,0.250000005,0,0,0,0,0,0,0,0,2.430000067
0,0,0.566666707,0.199999996,0,0,0.233333297,0,0,0,0,0,0,0,0,2.470000029
0,0,0.603448264,0.10344829,0,0,0.258620687,0,0,0.034482759,0,0,0,0,0,2.474999905
0,0,0.603448276,0.103448292,0,0,0.255172397,0,0,0.034482759,0,0,0,0.003448276,0,2.506000042
0,0,0.603448241,0.103448286,0,0,0.248275887,0,0,0.034482757,0,0,0,0.010344829,0,2.571000099
0,0,0.603448277,0.103448292,0,0,0.241379292,0,0,0.034482759,0,0,0,0.01724138,0,2.64199996
0,0,0.603448244,0.103448287,0,0,0.234482783,0,0,0.034482757,0,0,0,0.024137929,0,2.701999903
0,0,0.603448276,0,0,0,0.255172397,0,0.103448292,0.034482759,0,0,0,0.003448276,0,2.487999916
0,0,0.603448241,0,0,0,0.248275887,0,0.103448286,0.034482757,0,0,0,0.010344829,0,2.572000027
0,0,0.603448277,0,0,0,0.241379292,0,0.103448292,0.034482759,0,0,0,0.01724138,0,2.631000042
0,0,0.603448244,0,0,0,0.234482783,0,0.103448287,0.034482757,0,0,0,0.024137929,0,2.65899992
0,0,0.546863676,0.172281083,0,0,0.167888784,0.007986062,0,0.104980396,0,0,0,0,0,2.707999945
0,0,0.569742992,0.139664199,0,0,0.197447696,0.007913592,0,0.085231522,0,0,0,0,0,2.624000072
0,0,0.582148071,0.121907296,0,0,0.2134966,0.007835385,0,0.074612648,0,0,0,0,0,2.611999989
0,0,0.648658017,0,0,0,0.27959512,0.011813881,0,0.059932983,0,0,0,0,0,2.309000015
0,0,0.581226418,0,0,0.256320814,0.034292361,0,0,0.128160407,0,0,0,0,0,2.859999895
0,0,0.587361258,0,0,0.237916282,0.055764366,0,0,0.118958093,0,0,0,0,0,2.842999935
0,0,0.596125229,0,0,0.21162441,0.086438157,0,0,0.105812205,0,0,0,0,0,2.79399991
0,0,0.599975994,0,0,0.200071999,0.099916008,0,0,0.100035999,0,0,0,0,0,2.789000034
0,0,0.606060606,0,0,0.181818201,0.121212102,0,0,0.090909091,0,0,0,0,0,2.75
0,0,0.615384677,0,0,0.153846122,0.153846122,0,0,0.07692308,0,0,0,0,0,2.660000086
0,0,0.625,0,0,0.125,0.1875,0,0,0.0625,0,0,0,0,0,2.599999905
0,0,0.634920643,0,0,0.095238098,0.222222204,0,0,0.047619054,0,0,0,0,0,2.503000021
0,0,0.641539708,0,0,0.075380914,0.245388916,0,0,0.037690462,0,0,0,0,0,2.436000109
0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.827999949
0,0.361702109,0.574468103,0,0,0,0,0,0.063829788,0,0,0,0,0,0,2.096999884
0,0.347826105,0.565217378,0,0,0,0,0,0.086956517,0,0,0,0,0,0,2.127000093
0,0.333333286,0.555555616,0,0,0,0,0,0.111111098,0,0,0,0,0,0,2.23300004
0.153846123,0.230769227,0.551282082,0,0,0,0.064102568,0,0,0,0,0,0,0,0,2.346343756
0,0,0.564945172,0,0,0.244131503,0.007824726,0,0,0.183098599,0,0,0,0,0,2.884000063
0,0,0.567398121,0,0,0.2382445,0.01567398,0,0,0.178683399,0,0,0,0,0,2.891000032
0,0,0.569858713,0,0,0.2323391,0.023547881,0,0,0.174254306,0,0,0,0,0,2.891000032
0,0,0.572327032,0,0,0.226415111,0.031446542,0,0,0.169811315,0,0,0,0,0,2.871000051
0,0,0.574803145,0,0,0.220472486,0.039370075,0,0,0.165354293,0,0,0,0,0,2.871999979
0,0,0.577287102,0,0,0.214510994,0.047318611,0,0,0.160883293,0,0,0,0,0,2.855999947
0,0,0.579778816,0,0,0.208530818,0.055292261,0,0,0.156398104,0,0,0,0,0,2.869999886
0,0,0.582278541,0,0,0.202531612,0.063291142,0,0,0.151898705,0,0,0,0,0,2.869999886
0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2.203999996
0.153828403,0.307703002,0.538468595,0,0,0,0,0,0,0,0,0,0,0,0,2.269999981
0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.279999971
0,0.308755801,0.539170499,0,0,0,0,0,0.152073699,0,0,0,0,0,0,2.286184549
0,0,0.6,0,0.2,0,0.2,0,0,0,0,0,0,0,0,2.730000019
0,0,0.6577654,0,0,0.041790636,0.038007048,0.193818886,0.068408887,0,0,0,0,0,0,2.670000076
0,0.0625,0.60625,0.1,0,0,0.23125,0,0,0,0,0,0,0,0,2.447999954
0,0.178082202,0.541095897,0.1917808,0,0,0.089041101,0,0,0,0,0,0,0,0,2.516000032
0,0.189189184,0.554054044,0.16216219,0,0,0.094594582,0,0,0,0,0,0,0,0,2.520999908
0,0.199999996,0.566666707,0.133333299,0,0,0.099999998,0,0,0,0,0,0,0,0,2.499000072
0,0.210526271,0.578947344,0.105263193,0,0,0.105263193,0,0,0,0,0,0,0,0,2.437999964
0,0.220779206,0.59090911,0.077922081,0,0,0.110389603,0,0,0,0,0,0,0,0,2.316999912
0,0.089308482,0.560743108,0.1820776,0,0,0.167870809,0,0,0,0,0,0,0,0,2.538000107
0,0.095077218,0.575410189,0.150820502,0,0,0.178692091,0,0,0,0,0,0,0,0,2.519999981
0,0.100719413,0.589928067,0.119904109,0,0,0.189448411,0,0,0,0,0,0,0,0,2.513000011
0,0.106611099,0.604228706,0.089338894,0,0,0.199821301,0,0,0,0,0,0,0,0,2.480000019
0,0,0.640189511,0,0,0.094712057,0.200947703,0,0,0,0,0,0.064150729,0,0,3.042000055
0,0,0.642602522,0,0,0.125502712,0.213012314,0,0,0,0,0,0.018882452,0,0,2.769000053
0,0,0.65,0,0,0,0,0.2,0,0,0,0.15,0,0,0,3.339999914
0.100009001,0,0.599993999,0,0,0.100009001,0.199987999,0,0,0,0,0,0,0,0,2.380000114
0.09764462,0,0.60157025,0,0,0.09764462,0.195349397,0,0,0,0.004873206,0,0,0.002917908,0,2.430000067
0,0,0.591744331,0.111903486,0.010388099,0.017964888,0.229978083,0,0,0.037061156,0,0,0,0,0,2.555999994
0,0,0.614212503,0.071411143,0.01056522,0.002859235,0.262700905,0,0,0.037762831,0,0,0,0,0,2.480000019
0,0,0.610690743,0.075740306,0.010469581,0.011886251,0.253308414,0,0,0.037420963,0,0,0,0,0,2.499000072
0,0,0.604229312,0.088524942,0.01050413,0.01202446,0.246708792,0,0,0.03749007,0,0,0,0,0,2.51699996
0,0,0.597738016,0.100962003,0.0104824,0.013999521,0.238957297,0,0,0.037378021,0,0,0,0,0,2.53399992
0,0,0.591715567,0.111808898,0.01036412,0.01846323,0.230104001,0,0,0.037063729,0,0,0,0,0,2.555999994
0,0,0.599999954,0,0,0.085714276,0.157142885,0,0,0.157142885,0,0,0,0,0,2.839999914
0,0.166745803,0.583360427,0,0,0.166695811,0,0,0,0.083197959,0,0,0,0,0,2.641000032
0,0.225961497,0.586538511,0,0.067307692,0.1201923,0,0,0,0,0,0,0,0,0,2.529999971
0,0.223809508,0.580952411,0.01904762,0.057142858,0.119047603,0,0,0,0,0,0,0,0,0,2.609999895
0,0.223809508,0.580952411,0.00952381,0.057142858,0.119047603,0,0,0.00952381,0,0,0,0,0,0,2.609999895
0,0.224880395,0.583732073,0.009569377,0.062200957,0.119617197,0,0,0,0,0,0,0,0,0,2.569999933
0,0.224880395,0.583732073,0.004784689,0.062200957,0.119617197,0,0,0.004784689,0,0,0,0,0,0,2.569999933
0,0.224880395,0.583732073,0,0.062200957,0.119617197,0,0,0.009569377,0,0,0,0,0,0,2.569999933
0,0,0.613399613,0.047402852,0.02079717,0.049339035,0.226866104,0,0.008879691,0.029910542,0,0,0,0.003404994,0,2.519999981
0,0,0.604268128,0.088516665,0.021410797,0.002102534,0.251743368,0,0,0.031958508,0,0,0,0,0,2.5
0.071561342,0.081846343,0.583767019,0,0.070724912,0.059417601,0.1304523,0,0,0,0.002230483,0,0,0,0,2.519999981
0.062267337,0.042774955,0.554010158,0.048054148,0.120067692,0.062064295,0.108426391,0,0,0,0.002335025,0,0,0,0,2.660000086
0.071616356,0.082011306,0.575559786,0.028767418,0.070800478,0.042002839,0.106880594,0.0201251,0,0,0.002236123,0,0,0,0,2.539999962
0.072284572,0.082746813,0.560934618,0.02904064,0.093811429,0.060046932,0.089880164,0,0,0,0.011254831,0,0,0,0,2.619999886
0.076014357,0.043502582,0.57366154,0.030537362,0.075158773,0.044555591,0.141794711,0,0,0,0.007107835,0,0,0.007667249,0,2.650000095
0.096963062,0.059837867,0.565306947,0.008750483,0.094325056,0.051473427,0.103944111,0.008943508,0,0,0.006788058,0,0,0.003667481,0,2.660000086
0.094364697,0.073430777,0.56213745,0.01140672,0.094008242,0.048413752,0.112933004,0,0,0,0.003305357,0,0,0,0,2.599999905
0.117691008,0.055578034,0.562999831,0,0.087256884,0.058627661,0.09366734,0.019791502,0,0,0.004387739,0,0,0,0,2.599999905
0.074593662,0.042704407,0.590847234,0,0.073728455,0.061924486,0.123632688,0.020950499,0,0,0.011618569,0,0,0,0,2.589999914
0.075823422,0.043390651,0.568108789,0.030480511,0.093677187,0.06297626,0.094243975,0.02128598,0,0,0.00236161,0,0,0.007651616,0,2.680000067
0.121426281,0.041716623,0.571284336,0,0.072010093,0.042726406,0.120763687,0.020448088,0,0,0.00227201,0,0,0.007352476,0,2.630000114
0.061134218,0.084002217,0.563902695,0.005897191,0.113357094,0.046587819,0.103430203,0,0.019395209,0,0.002293352,0,0,0,0,2.690000057
0.117716387,0.080813715,0.558439544,0.005705957,0.069804943,0.058672122,0.09951313,0,0,0,0.002201755,0,0,0.007132446,0,2.609999895
0.106940204,0.063728162,0.560666818,0.005706042,0.094694654,0.048725749,0.100464803,0.012502001,0,0,0.002211893,0.004359673,0,0,0,2.640000105
0,0.068222072,0.652690364,0,0,0.015635498,0.263452065,0,0,0,0,0,0,0,0,2.150000095
0,0,0.604675554,0.080251211,0.025471037,0.00837404,0.24738308,0,0.00418702,0.029658058,0,0,0,0,0,2.480000019
0,0,0.604739659,0.079994424,0.025652656,0.008097166,0.247626658,0,0.004397599,0.029491838,0,0,0,0,0,2.480000019
0.014761751,0.024789782,0.598069172,0.08352538,0,0.057863594,0.201993123,0,0,0.015010902,0,0.001245718,0,0.001962005,0,2.5
0.049845652,0,0.623699172,0.002218101,0.004189746,0.082993938,0.223350459,0,0.000548364,0,0.005545252,0.003820062,0,0.002834239,0,2.436000109
0.04925286,0,0.623456637,0.00228652,0.005191017,0.083056272,0.222873811,0,0.000463484,0,0.005438209,0.004882028,0,0.002904498,0.000145225,2.446000099
0,0,0.630226566,0,0.059946806,0.09874723,0.211079398,0,0,0,0,0,0,0,0,2.50999999
0,0,0.626885109,0,0.079874549,0.078940339,0.214300003,0,0,0,0,0,0,0,0,2.470000029
0,0.02927234,0.580094803,0.131569502,0,0.04799665,0.189677298,0.000543005,0.006303852,0.01454255,0,0,0,0,0,2.519999981
0,0.032258058,0.590322571,0.141935492,0,0,0.235483879,0,0,0,0,0,0,0,0,2.440000057
0,0.0161306,0.590315208,0.141949196,0,0.0161306,0.235474396,0,0,0,0,0,0,0,0,2.460000038
0,0.076923075,0.615384639,0.076923075,0,0,0.230769211,0,0,0,0,0,0,0,0,2.460000038
0,0.052132701,0.596113695,0.123728303,0,0,0.228025301,0,0,0,0,0,0,0,0,2.450000048
0,0,0.580868452,0.161053114,0,0.032249322,0.225519519,0,0,0,0,0,0,0,0,2.49000001
0.026739432,0,0.605115937,0.054092774,0,0,0.23352661,0,0.026739432,0.023294682,0,0,0,0.030491133,0,2.730000019
0.035208419,0,0.609537277,0.042695267,0,0,0.242108482,0,0.028463507,0.011837309,0,0,0,0.030149739,0,2.690000057
0.030122329,0,0.612396478,0.038300338,0,0,0.241183098,0,0.025283679,0.022250999,0,0,0,0.030463079,0,2.650000095
0.013659069,0,0.606605264,0.066868268,0,0,0.236417394,0,0.026638578,0.019435289,0,0,0,0.030376139,0,2.720000029
0.019743541,0,0.607639637,0.066761644,0,0,0.238075817,0,0.019743541,0.017708121,0,0,0,0.0303277,0,2.710000038
0.026512461,0,0.608467717,0.053633628,0,0,0.240032503,0,0.026512461,0.01460891,0,0,0,0.03023232,0,2.700000048
0.013714988,0,0.608474645,0.060250416,0,0,0.236805287,0,0.026679409,0.023608878,0,0,0,0.030466378,0,2.730000019
0.015138027,0,0.610452791,0.054935267,0,0,0.237379253,0,0.024042744,0.027467634,0,0,0,0.030584284,0,2.74000001
0.026739433,0,0.60511594,0.080832202,0,0,0.233526611,0,0,0.023294682,0,0,0,0.030491133,0,2.730000019
0.054028237,0,0.604884384,0.054028237,0,0,0.233337887,0,0,0.023262159,0,0,0,0.030459097,0,2.730000019
0,0,0.60511594,0.080832202,0,0,0.233526611,0,0.026739433,0.023294682,0,0,0,0.030491133,0,2.74000001
0,0,0.604884384,0.054028237,0,0,0.233337887,0,0.054028237,0.023262159,0,0,0,0.030459097,0,2.720000029
0,0,0.605143805,0.107514399,0,0,0.233550488,0,0,0.023297059,0,0,0,0.030494248,0,2.720000029
0.01864475,0,0.598269204,0.092421819,0,0,0.2155172,0,0.02412457,0.002405774,0.01206228,0,0,0.036554401,0,2.829999924
0.025807678,0,0.604483045,0.053771285,0,0.053390826,0.233283667,0,0.023271298,0,6.34E-05,0.005231286,0,0,0,2.430000067
0.02447387,0.008745163,0.6050835,0.052470979,0,0.051841831,0.226619299,0,0.022460599,0,0.00012583,0.00500173,0,0.002485136,0,2.460000038
0.052782193,0,0.598473825,0.050874401,0,0.050238472,0.229538902,0,0.01252782,0,3.18E-05,0.004833068,0,0,0,2.430000067
0.052225096,0,0.600746994,0.050389306,0,0.049756276,0.233746921,0,0.012407421,0,3.17E-05,0,0,0,0,2.390000105
0.051864873,0,0.60194021,0.049981162,0,0.049353262,0.229750106,0.004081376,0.012306921,0,9.42E-05,0,0,0,0,2.390000105
0.051233166,0,0.6153515,0.025585834,0,0.076819002,0.230149436,0,0,0,0.000246018,0,0,0,0,2.339999914
0.060512443,0,0.606033029,0.030286512,0,0.090798957,0.211581609,0,0,0,0.000181719,0,0,0,0,2.390000105
0.069574556,0,0.596992644,0.034787283,0,0.104361808,0.193508007,0,0,0,0.000179008,0,0,0,0,2.410000086
0.071709709,0,0.599969293,0.035854854,0,0.076875768,0.214944619,0,0,0,3.08E-05,0,0,0,0,2.400000095
0.092250928,0,0.584563349,0.046125464,0,0.076875775,0.199538727,0,0,0,3.08E-05,0,0,0,0,2.430000067
0.025673378,0,0.606541371,0.053491446,0,0.053112976,0.232038085,0,0.023150188,0,0.005298681,0,0,0,0,2.420000076
0.025990495,0,0.6041205,0.054072899,0,0.053692549,0.227416741,0,0.023391444,0,0.005356577,0.00526149,0,0,0,2.460000038
0.025823885,0.008733626,0.603091328,0.053658392,0,0.053344232,0.220822438,0,0.023247786,0,0.005340706,0.005246458,0,0,0,2.460000038
0.026005028,0,0.604805267,0.054082915,0,0.053706038,0.222298992,0.004334171,0.023429648,0,0.005370604,0.005276383,0,0,0,2.450000048
0.022912513,0,0.614626801,0.045825036,0,0.036647197,0.256402041,0,0.022912513,0,3.21E-05,0,0,0,0,2.369999886
0.024177951,0,0.612830423,0.048355901,0,0.032237272,0.25754352,0,0.024177951,0,3.22E-05,0,0,0,0,2.369999886
0.024577569,0,0.610855074,0.049155138,0,0.039298518,0.250832088,0,0.024577569,0,6.40E-05,0,0,0,0,2.380000114
0.025921398,0,0.608959961,0.051842805,0,0.034540427,0.252106479,0,0.025921398,0,6.43E-05,0,0,0,0,2.380000114
0.026169653,0,0.60719985,0.052403136,0,0.041935277,0.245228832,0,0.026169653,0,0.000255314,0,0,0,0,2.390000105
0.027654799,0,0.605101062,0.055309598,0,0.036894449,0.246679486,0,0.027654799,0,6.42E-05,0,0,0,0,2.390000105
0.023361582,0,0.607073928,0.046723163,0,0.037365441,0.241599305,0,0.023361582,0,0.000261754,0.019598861,0,0,0,2.5
0.023362345,0,0.607061107,0.04672469,0.019632224,0.037366656,0.241705344,0,0.023362345,0,0.000130881,0,0,0,0,2.400000095
0.022062913,0.037080525,0.610376379,0.044125817,0,0.035288297,0.228261545,0,0.022062913,0,0.000123602,0,0,0,0,2.400000095
0.023362344,0,0.607061079,0.046724688,0.009816111,0.037366664,0.24163993,0,0.023362344,0,0.000196322,0.009816111,0,0,0,2.450000048
0.022694041,0.019070622,0.608766145,0.045388082,0,0.036297753,0.23472761,0,0.022694041,0,0.000190706,0.009535312,0,0,0,2.450000048
0.022694043,0.019070624,0.608766196,0.045388086,0.009535312,0.036297756,0.23475933,0,0.022694043,0,0.000158922,0,0,0,0,2.400000095
0.022912521,0.012836142,0.608208761,0.045825033,0.006418073,0.036647195,0.236987331,0,0.022912521,0,0.000192542,0.006418073,0,0,0,2.430000067
0.026101352,0,0.602463701,0.054239871,0,0.053921572,0.224153315,0,0.023491212,0,0.005379424,0.009549274,0,0,0,2.480000019
0.025932241,0.008770269,0.601425918,0.053883521,0,0.053568041,0.217553204,0,0.023345321,0,0.005363114,0.009464319,0,0,0,2.49000001
0.026113279,0,0.603191597,0.05424499,0,0.05392961,0.219092996,0.004352214,0.02352719,0,0.005392961,0.009461334,0,0,0,2.480000019
0.026352995,0,0.598598831,0.054827091,0,0.054441439,0.216640936,0,0.023717704,0,0.005431289,0.019282683,0,0,0,2.549999952
0.026180011,0.008854067,0.597617639,0.054398373,0,0.054079884,0.210077106,0,0.023568381,0,0.005414357,0.0191095,0,0,0,2.549999952
0.02636271,0,0.599401404,0.054763122,0,0.054444719,0.211634009,0.004393785,0.02375191,0,0.005444472,0.01910341,0,0,0,2.539999962
0.026325923,0,0.603345383,0.054706557,0,0.045781428,0.230383924,0,0.023693334,0,0.005425709,0.009631437,0,0,0,2.480000019
0.017570662,0,0.606729073,0.054239875,0,0.053921576,0.228418621,0,0.023491213,0,0.005379425,0.009549274,0,0,0,2.470000029
0.026371641,0,0.598668601,0.054865881,0,0.054479962,0.216794207,0,0.023734479,0,0.005435132,0.01929633,0,0,0.000353766,2.539999962
0.02639032,0,0.598384424,0.05490473,0,0.05451853,0.216947717,0,0.023751291,0,0.00543898,0.019309991,0,0,0,2.529999971
0.026375042,0,0.598616929,0.054872944,0,0.054486973,0.216822118,0,0.023737541,0,0.005435831,0.019298811,0,0,0.000225153,2.529999971
0,0.012120441,0.592607842,0.108705203,0.005239568,0.053721355,0.19058141,0,0.00896408,0.007512153,0.011867941,0,0,0.008553752,0.000126255,2.589999914
0.091718092,0,0.593504413,0.04605392,0,0.025008121,0.243065892,0,0,0,0,0,0,0,0,2.380000114
0.014977192,0,0.572911673,0.036081423,0.022193482,0.013139081,0.21570563,0,0.109129308,0.003982572,0,0.008237457,0,0.003642181,0,2.50999999
0.001545699,0,0.565423342,0.021505378,0.011424729,0.022580648,0.206821289,0,0.151478487,0.016397849,0,0.002822581,0,0,0,2.569999933
0.014958147,0,0.567140064,0.032455062,0.024975983,0.004391382,0.219672056,0,0.127761773,0.000411692,0,0.008233841,0,0,0,2.50999999
0,0,0.554673078,0.106914789,0.010957299,0.065030627,0.165461795,0,0.070347185,0.015755179,0,0.010860049,0,0,0,2.569999933
0,0,0.596774204,0.205645195,0,0,0,0.197580601,0,0,0,0,0,0,0,2.519999981
0,0,0.612403107,0.178294601,0,0,0,0.209302292,0,0,0,0,0,0,0,2.49000001
0,0,0.611016024,0.180721991,0,0,0,0.208261985,0,0,0,0,0,0,0,2.50999999
0,0,0.626865632,0.152985081,0,0,0,0.220149286,0,0,0,0,0,0,0,2.470000029
0,0,0.640287793,0.129496405,0,0,0,0.230215802,0,0,0,0,0,0,0,2.470000029
0,0.308755801,0.539170499,0.152073699,0,0,0,0,0,0,0,0,0,0,0,2.362999916
0,0,0.629508191,0.09836065,0,0,0,0.205464491,0,0.066666668,0,0,0,0,0,2.63499999
0,0,0.629508192,0.091803272,0,0,0,0.205464491,0.006557377,0.066666668,0,0,0,0,0,2.714999914
0,0,0.629508196,0.085245894,0,0,0,0.205464492,0.01311475,0.066666668,0,0,0,0,0,2.657000065
0,0,0.629508186,0.078688528,0,0,0,0.205464489,0.01967213,0.066666667,0,0,0,0,0,2.690999985
0,0,0.629508185,0.072131149,0,0,0,0.205464489,0.026229509,0.066666667,0,0,0,0,0,2.625999928
0,0.041666672,0.58333331,0.208333311,0,0,0,0.166666706,0,0,0,0,0,0,0,2.390000105
0,0.06122449,0.591836706,0.183673498,0,0,0,0.163265306,0,0,0,0,0,0,0,2.339999914
0,0.08,0.6,0.16,0,0,0,0.16,0,0,0,0,0,0,0,2.309999943
0,0.11538461,0.615384662,0.11538461,0,0,0,0.153846118,0,0,0,0,0,0,0,2.299999952
0,0.148148119,0.629629683,0.074074079,0,0,0,0.148148119,0,0,0,0,0,0,0,2.200000048
0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0,0,0,2.529999971
0.2,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,2.349999905
0.208333311,0.041666672,0.58333331,0,0,0,0,0.166666706,0,0,0,0,0,0,0,2.420000076
0.217391296,0.086956518,0.565217389,0,0,0,0,0.130434797,0,0,0,0,0,0,0,2.450000048
0.2,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,2.329999924
0.228899998,0,0.583499996,0,0,0,0,0.187600006,0,0,0,0,0,0,0,2.349999905
0.244124398,0,0.575057498,0,0,0,0,0.180818103,0,0,0,0,0,0,0,2.359999895
0,0,0.603448287,0.051724138,0,0,0.255172402,0,0.051724138,0.03448276,0,0,0,0.003448276,0,2.556999922
0,0,0.603448276,0.103448292,0,0,0.255172397,0,0,0.01724138,0,0.01724138,0,0.003448276,0,2.536000013
0,0,0.603448287,0.051724138,0,0,0.255172402,0,0.051724138,0.01724138,0,0.01724138,0,0.003448276,0,2.505000114
0,0,0.603448276,0,0,0,0.255172397,0,0.103448292,0.01724138,0,0.01724138,0,0.003448276,0,2.599999905
0,0,0.603448287,0.051724138,0,0,0.255172402,0,0.051724138,0,0,0.03448276,0,0.003448276,0,2.552999973
0,0,0.603448252,0.051724135,0,0,0.248275892,0,0.051724135,0.034482758,0,0,0,0.010344829,0,2.628000021
0,0,0.603448241,0.103448286,0,0,0.248275887,0,0,0.017241379,0,0.017241379,0,0.010344829,0,2.588999987
0,0,0.603448252,0.051724135,0,0,0.248275892,0,0.051724135,0.017241379,0,0.017241379,0,0.010344829,0,2.569999933
0,0,0.603448241,0,0,0,0.248275887,0,0.103448286,0.017241379,0,0.017241379,0,0.010344829,0,2.661000013
0,0,0.603448252,0.051724135,0,0,0.248275892,0,0.051724135,0,0,0.034482758,0,0.010344829,0,2.618999958
0,0,0.614035081,0,0,0.070175435,0.192982493,0,0,0,0,0.122806991,0,0,0,3.24000001
0,0,0.607142921,0,0,0.071428572,0.1785714,0,0,0,0,0.142857107,0,0,0,3.420000076
0,0,0.59999996,0,0,0.072727265,0.163636387,0,0,0,0,0.163636387,0,0,0,3.529999971
0,0,0.601769917,0,0,0.08849558,0.159292005,0,0,0,0,0.150442498,0,0,0,3.470000029
0,0,0.603448301,0,0,0.103448297,0.155172397,0,0,0,0,0.137931005,0,0,0,3.410000086
0,0,0.592592611,0,0,0.074074072,0.148148105,0,0,0,0,0.185185212,0,0,0,3.640000105
0,0,0.546763829,0.187624502,0,0,0.175924615,0.007610242,0,0.082076811,0,0,0,0,0,2.703999996
0.180405815,0.251617309,0.532322105,0,0,0.0132327,0.022422071,0,0,0,0,0,0,0,0,2.325999975
0,0,0.621823839,0.104228794,0,0,0,0.197174783,0,0.076772584,0,0,0,0,0,2.644999981
0,0,0.621215946,0.104234513,0,0.002095624,0,0.195667511,0,0.076786405,0,0,0,0,0,1.654000044
0,0,0.619400427,0.1042281,0,0.008460817,0,0.191123015,0,0.076787641,0,0,0,0,0,2.673000097
0,0,0.599915893,0.110283819,0,0,0.25508743,0,0,0.034485254,0,0,0,0,0,2.505000114
0,0.062388645,0.60600755,0.099896859,0,0,0.23108181,0,0,0,0,0,0,0,0,2.454999924
0,0,0.612040146,0.086956527,0.013377931,0.013377931,0.26421402,0,0.006688964,0.003344482,0,0,0,0,0,2.400000095
0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2.200000048
0,0.03028664,0.617259379,0,0.01608978,0.059153588,0.189798499,0,0,0.087412115,0,0,0,0,0,2.694000006
0,0.031269749,0.621170287,0,0,0.061075819,0.196167786,0,0,0.090316359,0,0,0,0,0,2.631999969
0,0.030204523,0.616822445,0,0.008025194,0.058919134,0.189083019,0,0,0.096945685,0,0,0,0,0,2.700000048
0,0.031407699,0.621613498,0,0.008366534,0.06135458,0.196846007,0,0,0.080411682,0,0,0,0,0,2.628999949
0,0,0.646666651,0,0,0,0.313333343,0,0.040000005,0,0,0,0,0,0,2.239000082
0.2,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,2.309999943
0.204081603,0.020408162,0.59183673,0,0,0,0,0.183673505,0,0,0,0,0,0,0,2.390000105
0.208333311,0.041666672,0.58333331,0,0,0,0,0.166666706,0,0,0,0,0,0,0,2.400000095
0.212765978,0.063829783,0.574468059,0,0,0,0,0.14893618,0,0,0,0,0,0,0,2.440000057
0.217391296,0.086956518,0.565217389,0,0,0,0,0.130434797,0,0,0,0,0,0,0,2.450000048
0,0,0.6,0,0,0.307199993,0,0,0,0,0,0,0.092800007,0,0,3.855999947
0,0.3,0.55,0.1,0,0,0,0,0,0,0,0.05,0,0,0,2
0,0.253164576,0.582278471,0,0.08860759,0.075949362,0,0,0,0,0,0,0,0,0,2.529999971
0,0.225961497,0.586538511,0,0.067307692,0.1201923,0,0,0,0,0,0,0,0,0,2.529999971
0,0.21917809,0.575342445,0,0.123287689,0.082191777,0,0,0,0,0,0,0,0,0,2.599999905
0,0.295454505,0.590909124,0,0.04545455,0.068181821,0,0,0,0,0,0,0,0,0,2.380000114
0,0,0.546751037,0.187644519,0,0,0.17590782,0.007611055,0,0.08208557,0,0,0,0,0,2.714999914
0,0,0.548456032,0.186954565,0,0,0.167677282,0.015141428,0,0.081770694,0,0,0,0,0,2.719000101
0,0,0.551849766,0.185549412,0,0,0.151346013,0.030085424,0,0.081169385,0,0,0,0,0,2.719000101
